,Site,Date,CO,NO2,NO2_caps,ozone,PM2.5_MO,PM2.5_FEM,RH,SO2,Temperature,Temperature_10_m,Wind_Direction_s,Wind_Direction_v,Wind_Speed_p,Wind_Speed_s,Ozone_8hr_avg,PM2.5_MO_24hr_avg,PM2.5_FEM_24hr_avg,CO_8hr_avg,PM2.5MO_SubIndex,PM2.5FEM_SubIndex,PM2.5_1hrMO_SubIndex,PM2.5_1hrFEM_SubIndex,03_SubIndex,CO_SubIndex,SO2_SubIndex,NO2_SubIndex,NO2_CAPS_SubIndex,AQI_calculated,Fremont Bridge Total,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk,Spokane St. Bridge Total,West,East,precip_accum_one_hour_set_1,AQI_bucket_calculated,AQI_calculated_where,AQI_Cause
3782,Seattle Beacon Hill,2013-11-13,,,,19.583333333333332,,5.1625000000000005,87.5,,51.791666666666664,,,195.29166666666666,3.158333333333333,,,,7.549305555555555,0.3676416666666666,0.0,31.455439814814813,0.0,21.510416666666668,0.0,4.177746212121211,0.0,0.0,0.0,31.416666666666668,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3783,Seattle Beacon Hill,2013-11-14,,,,12.0,,6.283333333333334,96.5,,46.125,,,196.58333333333334,2.2916666666666665,,,,9.41875,0.4893854166666665,0.0,39.086228714632014,0.0,26.180555555555557,0.0,5.561197916666665,0.0,0.0,0.0,39.166666666666664,,,,,,,0.88,Good,PM2.5FEM_SubIndex,PM2.5
3784,Seattle Beacon Hill,2013-11-15,,,,21.5,,3.8874999999999997,92.5909090909091,,44.72727272727273,,,184.6818181818182,5.363636363636363,,,,13.65375974418094,0.5700130208333333,0.0,53.25721733805682,0.0,16.197916666666668,0.0,6.477420691287878,0.0,0.0,0.0,53.25,,,,,,,2.3200000000000003,Satisfactory,PM2.5FEM_SubIndex,PM2.5
3785,Seattle Beacon Hill,2013-11-16,,,,27.391304347826086,,4.616666666666666,78.75,,43.833333333333336,,,184.91666666666666,4.233333333333333,,,,10.542333662714098,0.39528128968253956,0.0,43.92639026130874,0.0,19.23611111111111,0.0,4.491832837301586,0.0,0.0,0.0,43.958333333333336,,,,,,,1.35,Good,PM2.5FEM_SubIndex,PM2.5
3786,Seattle Beacon Hill,2013-11-17,,,,30.833333333333332,,2.1652173913043478,90.375,,46.291666666666664,,,187.125,5.4624999999999995,,,,5.215624999999999,0.30840528273809514,0.0,21.731770833333332,0.0,8.645833333333334,0.0,3.504605485660172,0.0,0.0,0.0,21.666666666666668,,,,,,,3.87,Good,PM2.5FEM_SubIndex,PM2.5
3787,Seattle Beacon Hill,2013-11-18,,,,18.181818181818183,,3.178260869565217,98.25,,48.791666666666664,,,168.83333333333334,4.0625,,,,6.539788510101009,0.3625505208333332,0.0,27.249118792087543,0.0,12.690972222222223,0.0,4.119892282196968,0.0,0.0,0.0,27.333333333333332,,,,,,,12.635,Good,PM2.5FEM_SubIndex,PM2.5
3788,Seattle Beacon Hill,2013-11-19,,,,27.5,,2.75,80.04166666666667,,43.666666666666664,,,81.20833333333333,5.145833333333333,,,,7.009132081686428,0.36454010416666655,0.0,29.20471700702679,0.0,10.503472222222223,0.0,4.1425011837121195,0.0,0.0,0.0,29.166666666666668,,,,,,,12.75,Good,PM2.5FEM_SubIndex,PM2.5
3789,Seattle Beacon Hill,2013-11-20,,,,21.73913043478261,,4.429166666666666,64.91666666666667,,37.208333333333336,,,35.5,4.1875,,,,9.376426630434782,0.34619583333333326,0.0,39.06844429347826,0.0,18.45486111111111,0.0,3.934043560606059,0.0,0.0,0.0,39.083333333333336,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3790,Seattle Beacon Hill,2013-11-21,,,,12.0,,6.579166666666667,73.04166666666667,,35.125,,,39.416666666666664,3.6333333333333333,,,,6.7039930555555545,0.36159010416666654,0.0,27.93330439814815,0.0,27.320055436337626,0.0,4.1089784564393925,0.0,0.0,0.0,27.958333333333332,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3791,Seattle Beacon Hill,2013-11-22,,,,10.0,,8.663636363636364,72.54166666666667,,36.958333333333336,,,62.041666666666664,3.6458333333333335,,,,8.32583031400966,0.5066557291666666,0.0,34.69095964170692,0.0,32.895058416785886,0.0,5.757451467803029,0.0,0.0,0.0,34.708333333333336,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3792,Seattle Beacon Hill,2013-11-23,,,,10.0,,12.916666666666666,78.125,,39.541666666666664,,,154.20833333333334,2.9166666666666665,,,,7.335854468599034,0.4581524156746031,0.0,30.566060285829305,0.0,50.302142942298524,0.0,5.206277450847762,0.0,0.0,0.0,30.625,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3793,Seattle Beacon Hill,2013-11-24,,,,10.0,,17.333333333333332,91.5,,40.041666666666664,,,145.33333333333334,2.1416666666666666,,,,7.6109374999999995,0.4458992311507935,0.0,31.712239583333332,0.0,61.1803320219361,0.0,5.067036717622654,0.0,0.0,0.0,31.666666666666668,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3794,Seattle Beacon Hill,2013-11-25,,,,,,25.675,89.54166666666667,,41.916666666666664,,,179.16666666666666,1.3499999999999999,,,,7.906182065217391,0.4498213541666665,0.0,32.94242527173913,0.0,79.13090128755366,0.0,5.111606297348484,0.0,0.0,0.0,33.0,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3795,Seattle Beacon Hill,2013-11-26,,,,,,22.641666666666666,84.66666666666667,,42.708333333333336,,,166.875,1.9124999999999999,,,,10.791659118357487,0.5136208333333332,0.0,44.965246326489535,0.0,72.58184138683403,0.0,5.836600378787877,0.0,0.0,0.0,44.958333333333336,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3796,Seattle Beacon Hill,2013-11-27,,,,10.0,,12.9125,82.54166666666667,,46.333333333333336,,,198.125,2.4833333333333334,,,,9.249131944444445,0.43129531249999986,0.0,38.53804976851852,0.0,50.728421554601816,0.0,4.901083096590908,0.0,0.0,0.0,38.583333333333336,,,,,,,0.09,Good,PM2.5FEM_SubIndex,PM2.5
3797,Seattle Beacon Hill,2013-11-28,,,,,,25.05,98.91666666666667,,40.25,,,163.45833333333334,1.8791666666666667,,,,7.954340277777777,0.3610374999999999,0.0,33.14308449074074,0.0,78.1701002479014,0.0,4.102698863636362,0.0,0.0,0.0,33.125,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3798,Seattle Beacon Hill,2013-11-29,,,,10.0,,9.875,92.91666666666667,,44.083333333333336,,,164.5,2.504166666666667,,,,8.641319444444443,0.4190388392857141,0.0,36.00549768518518,0.0,40.15915593705294,0.0,4.761804991883115,0.0,0.0,0.0,35.916666666666664,,,,,,,0.37,Good,PM2.5FEM_SubIndex,PM2.5
3799,Seattle Beacon Hill,2013-11-30,,,,16.08695652173913,,5.716666666666666,90.625,,47.416666666666664,,,166.08333333333334,4.795833333333333,,,,8.054117945761966,0.4571878472222221,0.0,33.558824774008194,0.0,23.819444444444446,0.0,5.1953164457070695,0.0,0.0,0.0,33.583333333333336,,,,,,,1.07,Good,PM2.5FEM_SubIndex,PM2.5
3800,Seattle Beacon Hill,2013-12-01,,,,35.0,,2.643478260869565,88.0,,50.416666666666664,,,212.20833333333334,8.108333333333333,,,,7.9403754156471535,0.3709721726190475,0.0,33.08489756519648,0.0,10.555555555555555,0.0,4.215592870670995,0.0,0.0,0.0,33.083333333333336,,,,,,,3.688333333,Good,PM2.5FEM_SubIndex,PM2.5
3801,Seattle Beacon Hill,2013-12-02,,,,25.238095238095237,,3.5083333333333333,80.08333333333333,,38.875,,,187.70833333333334,4.045833333333333,,,,4.76875,0.328402232142857,0.0,19.869791666666664,0.0,14.618055555555557,0.0,3.7318435470779208,0.0,0.0,0.0,19.916666666666668,,,,,,,0.25,Good,PM2.5FEM_SubIndex,PM2.5
3802,Seattle Beacon Hill,2013-12-03,,,,18.5,,5.058333333333334,68.125,,34.166666666666664,,,170.375,7.254166666666666,,,,6.375991573342116,0.4245601190476189,0.0,26.566631555592153,0.0,21.07638888888889,0.0,4.824546807359305,0.0,0.0,0.0,26.541666666666668,,,,,,,4.965,Good,PM2.5FEM_SubIndex,PM2.5
3803,Seattle Beacon Hill,2013-12-04,,,,13.333333333333334,,7.729166666666667,81.0,,30.708333333333332,,,73.5,2.0124999999999997,,,,6.934703694554238,0.4166380208333333,0.0,28.894598727309326,0.0,32.1875,0.0,4.7345229640151505,0.0,0.0,0.0,28.875,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3804,Seattle Beacon Hill,2013-12-05,,,,13.5,,9.887500000000001,67.75,,28.0,,,122.79166666666667,3.225,,,,5.2609375,0.3519989583333332,0.0,21.920572916666668,0.0,40.985857773009066,0.0,3.999988162878786,0.0,0.0,0.0,21.958333333333332,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3805,Seattle Beacon Hill,2013-12-06,,,,29.047619047619047,,3.975,46.166666666666664,,27.25,,,67.125,3.766666666666667,,,,5.986805555555555,0.3406151041666665,0.0,24.94502314814815,0.0,16.5625,0.0,3.8706261837121194,0.0,0.0,0.0,24.958333333333332,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3806,Seattle Beacon Hill,2013-12-07,,,,24.583333333333332,,5.983333333333333,48.291666666666664,,23.375,,,76.70833333333333,3.5625,,,,7.202430555555555,0.45880699404761893,0.0,30.010127314814813,0.0,24.179631616595135,0.0,5.213715841450215,0.0,0.0,0.0,30.083333333333332,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3807,Seattle Beacon Hill,2013-12-08,,,,14.285714285714286,,11.158333333333333,62.708333333333336,,24.666666666666668,,,170.08333333333334,3.4499999999999997,,,,7.658680555555555,0.4293860367063491,0.0,31.91116898148148,0.0,43.75245886981403,0.0,4.879386780753967,0.0,0.0,0.0,31.833333333333332,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3808,Seattle Beacon Hill,2013-12-09,,,,10.0,,15.041666666666666,69.04166666666667,,28.041666666666668,,,144.875,2.5541666666666667,,,,6.893055555555555,0.37806562499999985,0.0,28.721064814814813,0.0,55.96000238435861,0.0,4.296200284090907,0.0,0.0,0.0,28.666666666666668,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3809,Seattle Beacon Hill,2013-12-10,,,,12.222222222222221,,14.583333333333334,85.45833333333333,,34.583333333333336,,,123.79166666666667,2.1625,,,,5.101215277777777,0.3502135416666665,0.0,21.25506365740741,0.0,54.448617072007636,0.0,3.9796993371212106,0.0,0.0,0.0,21.291666666666668,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3810,Seattle Beacon Hill,2013-12-11,,,,,,15.115,93.66666666666667,,34.333333333333336,,,157.45833333333334,1.3666666666666665,,,,4.879513888888888,0.3722989583333332,0.0,20.33130787037037,0.0,45.95053946113496,0.0,4.230669981060605,0.0,0.0,0.0,20.291666666666668,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3811,Seattle Beacon Hill,2013-12-12,,,,,,12.804166666666667,96.625,,36.791666666666664,,,160.91666666666666,3.4583333333333335,,,,3.8147569444444436,0.24185989583333323,0.0,15.89482060185185,0.0,50.261757868383405,0.0,2.7484079071969685,0.0,0.0,0.0,15.833333333333334,,,,,,,3.33,Good,PM2.5FEM_SubIndex,PM2.5
3812,Seattle Beacon Hill,2013-12-13,,,,10.0,,6.129166666666666,99.16666666666667,,44.541666666666664,,,177.79166666666666,3.1666666666666665,,,,6.390249643170837,0.48598026785714277,0.0,26.626040179878498,0.0,25.503993800667626,0.0,5.5225030438311675,0.0,0.0,0.0,26.541666666666668,,,,,,,3.532666667,Good,PM2.5FEM_SubIndex,PM2.5
3813,Seattle Beacon Hill,2013-12-14,,,,13.125,,4.7124999999999995,93.125,,45.208333333333336,,,162.45833333333334,4.175,,,,8.179200977162933,0.45934406746031736,0.0,34.08000407151223,0.0,19.635416666666668,0.0,5.219818948412697,0.0,0.0,0.0,34.166666666666664,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3814,Seattle Beacon Hill,2013-12-15,,,,19.166666666666668,,3.21304347826087,96.58333333333333,,47.583333333333336,,,177.75,3.9291666666666667,,,,5.350868055555555,0.42315312499999985,0.0,22.295283564814813,0.0,12.829861111111112,0.0,4.808558238636363,0.0,0.0,0.0,22.333333333333332,,,,,,,1.15,Good,PM2.5FEM_SubIndex,PM2.5
3815,Seattle Beacon Hill,2013-12-16,,,,16.666666666666668,,4.7749999999999995,97.83333333333333,,43.458333333333336,,,109.875,2.1999999999999997,,,,8.205729166666666,0.44445833333333323,0.0,34.19053819444444,0.0,19.895833333333332,0.0,5.050662878787878,0.0,0.0,0.0,34.25,,,,,,,0.26,Good,PM2.5FEM_SubIndex,PM2.5
3816,Seattle Beacon Hill,2013-12-17,,,,17.5,,6.8500000000000005,97.79166666666667,,40.666666666666664,,,170.20833333333334,3.1166666666666667,,,,5.716145833333333,0.3621536458333332,0.0,23.817274305555557,0.0,27.933878755364805,0.0,4.11538233901515,0.0,0.0,0.0,23.833333333333332,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3817,Seattle Beacon Hill,2013-12-18,,,,23.043478260869566,,3.108333333333333,86.41666666666667,,41.083333333333336,,,164.54166666666666,4.291666666666667,,,,8.379340277777777,0.4906390624999999,0.0,34.91391782407407,0.0,12.951388888888891,0.0,5.575443892045453,0.0,0.0,0.0,34.958333333333336,,,,,,,1.295,Good,PM2.5FEM_SubIndex,PM2.5
3818,Seattle Beacon Hill,2013-12-19,,,,18.42105263157895,,6.141666666666667,73.58333333333333,,34.583333333333336,,,161.95833333333334,3.5,,,,11.06281977382521,0.38279010416666653,0.0,45.53062486913908,0.0,25.590277777777782,0.0,4.349887547348484,0.0,0.0,0.0,45.541666666666664,,,,,,,0.03,Good,PM2.5FEM_SubIndex,PM2.5
3819,Seattle Beacon Hill,2013-12-20,,,,12.727272727272727,,4.979166666666667,95.20833333333333,,35.75,,,139.83333333333334,4.470833333333333,,,,7.608320295344751,0.35415405257936494,0.0,31.701334563936467,0.0,20.74652777777778,0.0,4.024477870220056,0.0,0.0,0.0,31.666666666666668,,,,,,,2.648333333,Good,PM2.5FEM_SubIndex,PM2.5
3820,Seattle Beacon Hill,2013-12-21,,,,13.571428571428571,,4.783333333333333,100.0,,41.666666666666664,,,113.0,2.25,,,,7.788783212560386,0.4110440575396824,0.0,32.45326338566828,0.0,19.930555555555557,0.0,4.670955199314573,0.0,0.0,0.0,32.416666666666664,,,,,,,3.916666667,Good,PM2.5FEM_SubIndex,PM2.5
3821,Seattle Beacon Hill,2013-12-22,,,,14.347826086956522,,2.795833333333333,100.0,,46.5,,,174.41666666666666,3.7916666666666665,,,,5.997916666666666,0.38970937499999986,0.0,24.991319444444443,0.0,11.649305555555557,0.0,4.428515624999998,0.0,0.0,0.0,24.916666666666668,,,,,,,11.35,Good,PM2.5FEM_SubIndex,PM2.5
3822,Seattle Beacon Hill,2013-12-23,,,,21.666666666666668,,2.359090909090909,90.08333333333333,,47.5,,,173.83333333333334,6.308333333333334,,,,4.848263888888888,0.38399062499999986,0.0,20.201099537037035,0.0,9.010416666666666,0.0,4.363529829545453,0.0,0.0,0.0,20.25,,,,,,,4.53,Good,PM2.5FEM_SubIndex,PM2.5
3823,Seattle Beacon Hill,2013-12-24,,,,13.636363636363637,,6.916666666666667,91.16666666666667,,40.666666666666664,,,128.75,2.1625,,,,4.029340277777777,0.30611458333333325,0.0,16.788917824074073,0.0,28.093258226037197,0.0,3.478574810606059,0.0,0.0,0.0,16.833333333333332,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3824,Seattle Beacon Hill,2013-12-25,,,,10.0,,10.191666666666666,97.83333333333333,,35.708333333333336,,,85.25,1.675,,,,3.8079861111111106,0.30462916666666656,0.0,15.866608796296296,0.0,39.49839055793992,0.0,3.4616950757575746,0.0,0.0,0.0,15.916666666666666,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3825,Seattle Beacon Hill,2013-12-26,,,,,,16.554166666666667,98.75,,36.708333333333336,,,215.16666666666666,1.5,,,,4.454861111111111,0.3422817708333332,0.0,18.561921296296294,0.0,58.23162553648069,0.0,3.8895655776515135,0.0,0.0,0.0,18.666666666666668,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3826,Seattle Beacon Hill,2013-12-27,,,,,,14.329166666666666,99.16666666666667,,39.0,,,129.33333333333334,2.6958333333333333,,,,3.723784722222222,0.3353609027777777,0.0,15.515769675925924,0.0,51.117295541249405,0.0,3.8109193497474734,0.0,0.0,0.0,15.541666666666666,,,,,,,0.33999999999999997,Good,PM2.5FEM_SubIndex,PM2.5
3827,Seattle Beacon Hill,2013-12-28,,,,10.0,,11.299999999999999,98.66666666666667,,42.208333333333336,,,170.91666666666666,2.0416666666666665,,,,4.317028985507245,0.39767017857142845,0.0,17.98762077294686,0.0,45.99986587982833,0.0,4.51897930194805,0.0,0.0,0.0,18.083333333333332,,,,,,,0.06,Good,PM2.5FEM_SubIndex,PM2.5
3828,Seattle Beacon Hill,2013-12-29,,,,10.0,,10.204166666666667,98.79166666666667,,38.625,,,127.45833333333333,1.7625,,,,5.253577898550724,0.40248055555555545,0.0,21.889907910628022,0.0,40.51666070577015,0.0,4.573642676767675,0.0,0.0,0.0,21.791666666666668,,,,,,,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3829,Seattle Beacon Hill,2013-12-30,,,,,,12.058333333333332,96.95454545454545,,40.833333333333336,,,130.0,2.359090909090909,,,,5.5829861111111105,0.43161847718253954,0.0,23.26244212962963,0.0,47.038328564616116,0.0,4.904755422528859,0.0,0.0,0.0,23.25,,,,,,,0.34,Good,PM2.5FEM_SubIndex,PM2.5
3830,Seattle Beacon Hill,2013-12-31,,,,10.0,,6.316666666666666,94.6,,43.6,,,167.6,2.7133333333333334,,,,7.657222222222221,0.4628908333333332,0.0,31.90509259259259,0.0,21.055555555555557,0.0,5.260123106060605,0.0,0.0,0.0,31.933333333333334,,,,,,,0.68,Good,PM2.5FEM_SubIndex,PM2.5
3831,Seattle Beacon Hill,2014-01-01,,,,10.0,,8.991666666666667,100.0,,40.34782608695652,,,141.91304347826087,1.8695652173913044,,,,6.007291666666666,0.38965729166666657,0.0,25.030381944444443,0.0,36.747511325703385,0.0,4.427923768939393,0.0,0.0,0.0,25.041666666666668,914.0,498.0,416.0,246.0,121.0,125.0,0.03,Good,PM2.5FEM_SubIndex,PM2.5
3832,Seattle Beacon Hill,2014-01-02,,,,15.0,,9.5,92.83333333333333,,44.625,,,162.45833333333334,4.145833333333333,,,,6.201041666666666,0.3722708333333333,0.0,25.83767361111111,0.0,37.54105567477349,0.0,4.230350378787878,0.0,0.0,0.0,25.75,1865.0,931.0,934.0,496.0,233.0,263.0,0.71,Good,PM2.5FEM_SubIndex,PM2.5
3833,Seattle Beacon Hill,2014-01-03,,,,20.90909090909091,,4.5,88.875,,40.375,,,132.625,3.279166666666667,,,,7.94873188405797,0.4101322420634919,0.0,33.11971618357488,0.0,18.75,0.0,4.660593659812409,0.0,0.0,0.0,33.083333333333336,2027.0,1079.0,948.0,510.0,238.0,272.0,3.653333334,Good,PM2.5FEM_SubIndex,PM2.5
3834,Seattle Beacon Hill,2014-01-04,,,,13.333333333333334,,6.679166666666667,90.625,,37.083333333333336,,,96.08333333333333,2.8791666666666664,,,,6.840852000307091,0.3721862698412697,0.0,28.50355000127955,0.0,27.829861111111114,0.0,4.229389430014428,0.0,0.0,0.0,28.5,1172.0,657.0,515.0,420.0,190.0,230.0,0.8200000000000001,Good,PM2.5FEM_SubIndex,PM2.5
3835,Seattle Beacon Hill,2014-01-05,,,,10.909090909090908,,7.0249999999999995,87.54166666666667,,35.916666666666664,,,60.666666666666664,3.158333333333333,,,,5.796713399110423,0.3665288194444443,0.0,24.152972496293433,0.0,29.177172746781114,0.0,4.165100220959594,0.0,0.0,0.0,24.125,1151.0,665.0,486.0,289.0,144.0,145.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3836,Seattle Beacon Hill,2014-01-06,,,,10.0,,12.629166666666668,84.16666666666667,,37.75,,,144.125,3.0708333333333333,,,,5.516319444444444,0.38066465773809516,0.0,22.98466435185185,0.0,46.167292560801144,0.0,4.325734747023808,0.0,0.0,0.0,23.125,2304.0,1155.0,1149.0,583.0,277.0,306.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3837,Seattle Beacon Hill,2014-01-07,,,,10.0,,9.166666666666666,99.04166666666667,,42.208333333333336,,,163.20833333333334,2.8041666666666667,,,,4.9696180555555545,0.2878499999999999,0.0,20.70674189814815,0.0,37.966589175011926,0.0,3.271022727272726,0.0,0.0,0.0,20.708333333333332,2082.0,1071.0,1011.0,541.0,250.0,291.0,6.22,Good,PM2.5FEM_SubIndex,PM2.5
3838,Seattle Beacon Hill,2014-01-08,,,,20.666666666666668,,4.508333333333334,98.25,,45.875,,,165.25,4.875,,,,5.689236111111111,0.32737447916666657,0.0,23.705150462962962,0.0,18.784722222222225,0.0,3.7201645359848468,0.0,0.0,0.0,23.791666666666668,1948.0,998.0,950.0,521.0,244.0,277.0,9.484333333,Good,PM2.5FEM_SubIndex,PM2.5
3839,Seattle Beacon Hill,2014-01-09,,,,25.652173913043477,,4.170833333333333,90.875,,43.416666666666664,,,177.75,5.4624999999999995,,,,7.985069444444444,0.4957833333333332,0.0,33.27112268518518,0.0,17.378472222222225,0.0,5.633901515151513,0.0,0.0,0.0,33.291666666666664,2120.0,1027.0,1093.0,543.0,249.0,294.0,5.241666667,Good,PM2.5FEM_SubIndex,PM2.5
3840,Seattle Beacon Hill,2014-01-10,,,,28.181818181818183,,4.145833333333333,90.5,,46.083333333333336,,,177.20833333333334,7.3374999999999995,,,,8.77955643390426,0.44242891865079353,0.0,36.581485141267756,0.0,17.274305555555557,0.0,5.027601348304471,0.0,0.0,0.0,36.541666666666664,1780.0,964.0,816.0,412.0,197.0,215.0,3.688333333,Good,PM2.5FEM_SubIndex,PM2.5
3841,Seattle Beacon Hill,2014-01-11,,,,37.391304347826086,,2.9391304347826086,88.70833333333333,,45.958333333333336,,,197.45833333333334,8.858333333333333,,,,9.447875494071146,0.5138894394841268,0.0,39.36614789196311,0.0,11.736111111111112,0.0,5.839652721410533,0.0,0.0,0.0,39.375,423.0,235.0,188.0,86.0,38.0,48.0,24.770833334000002,Good,PM2.5FEM_SubIndex,PM2.5
3842,Seattle Beacon Hill,2014-01-12,,,,36.666666666666664,,3.7541666666666664,87.75,,45.875,,,199.29166666666666,5.704166666666667,,,,9.554340277777778,0.49065520833333326,0.0,39.80975115740741,0.0,15.642361111111112,0.0,5.57562736742424,0.0,0.0,0.0,39.875,655.0,370.0,285.0,106.0,50.0,56.0,2.48,Good,PM2.5FEM_SubIndex,PM2.5
3843,Seattle Beacon Hill,2014-01-13,,,,32.17391304347826,,2.965217391304348,90.45833333333333,,48.916666666666664,,,190.16666666666666,6.0625,,,,9.45798611111111,0.5120401041666666,0.0,39.40827546296296,0.0,11.840277777777779,0.0,5.818637547348484,0.0,0.0,0.0,39.416666666666664,2530.0,1279.0,1251.0,633.0,307.0,326.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3844,Seattle Beacon Hill,2014-01-14,,,,20.833333333333332,,4.654166666666667,95.95833333333333,,47.5,,,194.95833333333334,2.154166666666667,,,,6.599826388888888,0.34789791666666653,0.0,27.49927662037037,0.0,19.39236111111111,0.0,3.953385416666665,0.0,0.0,0.0,27.541666666666668,2808.0,1419.0,1389.0,767.0,365.0,402.0,0.09,Good,PM2.5FEM_SubIndex,PM2.5
3845,Seattle Beacon Hill,2014-01-15,,,,11.428571428571429,,8.283333333333333,94.08333333333333,,45.041666666666664,,,85.20833333333333,2.5,,,,5.500520833333333,0.29820416666666655,0.0,22.918836805555554,0.0,34.51388888888889,0.0,3.388683712121211,0.0,0.0,0.0,22.916666666666668,2772.0,1400.0,1372.0,797.0,392.0,405.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3846,Seattle Beacon Hill,2014-01-16,,,,10.0,,6.104166666666667,99.79166666666667,,40.125,,,42.375,2.829166666666667,,,,5.760243055555555,0.2586770833333332,0.0,24.00101273148148,0.0,25.434027777777782,0.0,2.939512310606059,0.0,0.0,0.0,23.958333333333332,2641.0,1351.0,1290.0,730.0,333.0,397.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3847,Seattle Beacon Hill,2014-01-17,,,,10.0,,6.054166666666667,99.625,,37.916666666666664,,,62.041666666666664,2.9458333333333333,,,,9.197916666666666,0.3065562499999999,0.0,38.32465277777778,0.0,24.922061278016216,0.0,3.4835937499999985,0.0,0.0,0.0,38.25,2310.0,1218.0,1092.0,651.0,305.0,346.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3848,Seattle Beacon Hill,2014-01-18,,,,10.0,,9.808333333333334,96.58333333333333,,38.166666666666664,,,126.95833333333333,2.7624999999999997,,,,7.750520833333333,0.3836636011904761,0.0,32.29383680555556,0.0,39.644581545064376,0.0,4.359813649891773,0.0,0.0,0.0,32.291666666666664,1135.0,644.0,491.0,392.0,184.0,208.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3849,Seattle Beacon Hill,2014-01-19,,,,10.0,,10.029166666666667,100.0,,37.875,,,66.25,2.725,,,,8.019618055555556,0.4311489583333332,0.0,33.41507523148148,0.0,39.425965665236056,0.0,4.899419981060605,0.0,0.0,0.0,33.416666666666664,822.0,444.0,378.0,231.0,109.0,122.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3850,Seattle Beacon Hill,2014-01-20,,,,10.0,,13.15,91.45833333333333,,39.833333333333336,,,122.45833333333333,2.9250000000000003,,,,6.409895833333333,0.4026510416666666,0.0,26.707899305555557,0.0,52.01269670958512,0.0,4.575580018939393,0.0,0.0,0.0,26.666666666666668,1874.0,949.0,925.0,546.0,267.0,279.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3851,Seattle Beacon Hill,2014-01-21,,,,10.0,,15.166666666666666,93.29166666666667,,40.0,,,140.70833333333334,2.2416666666666667,,,,5.186805555555555,0.37758802083333326,0.0,21.611689814814813,0.0,54.98628993800668,0.0,4.29077296401515,0.0,0.0,0.0,21.625,2680.0,1352.0,1328.0,750.0,356.0,394.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3852,Seattle Beacon Hill,2014-01-22,,,,10.833333333333334,,11.616666666666667,94.83333333333333,,43.375,,,98.66666666666667,3.095833333333333,,,,6.244618055555555,0.44617499999999993,0.0,26.01924189814815,0.0,46.25998450166906,0.0,5.070170454545453,0.0,0.0,0.0,26.0,2692.0,1381.0,1311.0,752.0,374.0,378.0,0.6000000000000001,Good,PM2.5FEM_SubIndex,PM2.5
3853,Seattle Beacon Hill,2014-01-23,,,,10.0,,11.804166666666667,90.0,,41.833333333333336,,,32.291666666666664,4.7375,,,,5.526041666666665,0.3861192708333332,0.0,23.02517361111111,0.0,47.58643299952313,0.0,4.387718986742423,0.0,0.0,0.0,23.041666666666668,2649.0,1347.0,1302.0,782.0,366.0,416.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
3854,Seattle Beacon Hill,2014-01-24,,,,10.0,,10.758333333333333,92.83333333333333,,40.75,,,206.75,2.783333333333333,,,,5.9185310990338165,0.3902244791666665,0.0,24.660546245974235,0.0,43.695010729613735,0.0,4.434369081439392,0.0,0.0,0.0,24.583333333333332,2521.0,1333.0,1188.0,686.0,324.0,362.0,0.0,Good,PM2.5FEM_SubIndex,PM2.5
