"X","Site","Date","CO","NO2","NO2_caps","ozone","PM2.5_MO","PM2.5_FEM","RH","SO2","Temperature","Temperature_10_m","Wind_Direction_s","Wind_Direction_v","Wind_Speed_p","Wind_Speed_s","Ozone_8hr_avg","PM2.5_MO_24hr_avg","PM2.5_FEM_24hr_avg","CO_8hr_avg","PM2.5MO_SubIndex","PM2.5FEM_SubIndex","PM2.5_1hrMO_SubIndex","PM2.5_1hrFEM_SubIndex","X03_SubIndex","CO_SubIndex","SO2_SubIndex","NO2_SubIndex","NO2_CAPS_SubIndex","AQI_calculated","Fremont.Bridge.Total","Fremont.Bridge.East.Sidewalk","Fremont.Bridge.West.Sidewalk","Spokane.St..Bridge.Total","West","East","precip_accum_one_hour_set_1","AQI_bucket_calculated","AQI_calculated_where","AQI_Cause","mPM","mNO2","mWS","mWD","DOW","weekday","month","AQ_cat"
530,"Seattle 10th & Weller",2015-11-02,0.510165,26.595,NA,NA,NA,5.32916666666667,NA,NA,NA,50.0833333333333,120.791666666667,NA,NA,3.82083333333333,NA,6.59042874396135,NA,0.399370064484127,27.4601197665056,0,0,22.2048611111111,0,4.53829618731962,0,20.9080188679245,0,30.5833333333333,3024,1472,1552,863,422,441,10.58,"Good","PM2.5MO_SubIndex","PM2.5",5.32916666666667,26.595,3.82083333333333,120.791666666667,2,"Mon","%b","less"
531,"Seattle 10th & Weller",2015-11-03,0.6408375,23.8033333333333,NA,NA,NA,8.60416666666667,NA,NA,NA,47.375,95.875,NA,NA,2.625,NA,8.97599637681159,NA,0.416028000992064,37.3999849033816,0,0,35.2334436099189,0,4.72759092036436,0,22.4559748427673,0,37.6666666666667,3304,1606,1698,907,436,471,0.635,"Good","PM2.5MO_SubIndex","PM2.5",8.60416666666667,23.8033333333333,2.625,95.875,3,"Tue","%b","less"
532,"Seattle 10th & Weller",2015-11-04,0.636558333333333,22.0483333333333,NA,NA,NA,11.0181818181818,NA,NA,NA,45.625,123.25,NA,NA,2.62916666666667,NA,6.27234299516908,NA,0.316052380952381,26.1347624798712,0,0,40.1005156175489,0,3.59150432900433,0,20.8003144654088,0,26.75,3432,1714,1718,987,485,502,0,"Good","PM2.5MO_SubIndex","PM2.5",11.0181818181818,22.0483333333333,2.62916666666667,123.25,4,"Wed","%b","less"
533,"Seattle 10th & Weller",2015-11-05,0.6432,24.4165217391304,NA,NA,NA,12.5208333333333,NA,NA,NA,50.0833333333333,171.583333333333,NA,NA,3.45,NA,8.45939009661836,NA,0.39594025297619,35.2474587359098,0,0,48.8128129470672,0,4.49932105654762,0,22.0746855345912,0,35.4166666666667,2927,1445,1482,718,337,381,0.88,"Good","PM2.5MO_SubIndex","PM2.5",12.5208333333333,24.4165217391304,3.45,171.583333333333,5,"Thu","%b","less"
534,"Seattle 10th & Weller",2015-11-06,0.613145454545455,24.5163636363636,NA,NA,NA,12.1916666666667,NA,NA,NA,53.125,143.958333333333,NA,NA,4.02916666666667,NA,8.78034420289855,NA,0.432853869047619,36.5847675120773,0,0,47.9464711492609,0,4.91879396645022,0,21.2012578616352,0,36.875,2499,1213,1286,696,324,372,0,"Good","PM2.5MO_SubIndex","PM2.5",12.1916666666667,24.5163636363636,4.02916666666667,143.958333333333,6,"Fri","%b","less"
535,"Seattle 10th & Weller",2015-11-07,0.607975,24.29125,NA,NA,NA,9.10434782608696,NA,NA,NA,53.25,174.958333333333,NA,NA,3.64166666666667,NA,6.48611111111111,NA,0.400821130952381,27.025462962963,0,0,35.8221566523605,0,4.55478557900433,0,22.9162735849057,0,29.2083333333333,525,260,265,115,58,57,5.835,"Good","PM2.5MO_SubIndex","PM2.5",9.10434782608696,24.29125,3.64166666666667,174.958333333333,7,"Sat","%b","less"
536,"Seattle 10th & Weller",2015-11-08,0.453233333333333,17.1454166666667,NA,NA,NA,4.8,NA,NA,NA,49.1666666666667,114.5,NA,NA,3.025,NA,6.05324302810716,NA,0.451710639880952,25.2218459504465,0,0,20,0,5.13307545319264,0,16.1749213836478,0,25.7083333333333,681,363,318,201,106,95,8.283333333,"Good","PM2.5MO_SubIndex","PM2.5",4.8,17.1454166666667,3.025,114.5,1,"Sun","%b","less"
537,"Seattle 10th & Weller",2015-11-09,0.57634,22.6355,NA,NA,NA,6.61666666666667,NA,NA,NA,47.7916666666667,87.75,NA,NA,2.45833333333333,NA,7.47222222222222,NA,0.398259970238095,31.1342592592593,0,0,27.021116475918,0,4.52568147997836,0,17.7952044025157,0,31.5833333333333,2299,1091,1208,769,375,394,7.058333333,"Good","PM2.5MO_SubIndex","PM2.5",6.61666666666667,22.6355,2.45833333333333,87.75,2,"Mon","%b","less"
538,"Seattle 10th & Weller",2015-11-10,0.626554166666667,20.6029166666667,NA,NA,NA,10.1,NA,NA,NA,47.0416666666667,156.25,NA,NA,6.275,NA,9.29189311594203,NA,0.452351413690476,38.7162213164251,0,0,41.4660824988078,0,5.14035697375541,0,19.436713836478,0,38.7083333333333,3357,1608,1749,912,422,490,0,"Good","PM2.5MO_SubIndex","PM2.5",10.1,20.6029166666667,6.275,156.25,3,"Tue","%b","less"
539,"Seattle 10th & Weller",2015-11-11,0.577295833333333,28.33,NA,NA,NA,6.74166666666667,NA,NA,NA,48.625,187.833333333333,NA,NA,5.33333333333333,NA,4.59308854866635,NA,0.360601091269841,19.1378689527765,0,0,27.7361260133524,0,4.09773967352092,0,26.7264150943396,0,30.8333333333333,2629,1258,1371,810,395,415,1.895,"Good","NO2_SubIndex","NO2",6.74166666666667,28.33,5.33333333333333,187.833333333333,4,"Wed","%b","less"
540,"Seattle 10th & Weller",2015-11-12,0.531595454545455,27.2836363636364,NA,NA,NA,5.69565217391304,NA,NA,NA,47.2916666666667,177.375,NA,NA,5.94166666666667,NA,4.94769492283079,NA,0.419940972222222,20.615395511795,0,0,22.7430555555556,0,4.77205650252525,0,23.5943396226415,0,26.4583333333333,2575,1265,1310,697,319,378,0,"Good","NO2_SubIndex","NO2",5.69565217391304,27.2836363636364,5.94166666666667,177.375,5,"Thu","%b","less"
541,"Seattle 10th & Weller",2015-11-13,0.405895833333333,20.4470833333333,NA,NA,NA,4.85833333333333,NA,NA,NA,53.875,152.166666666667,NA,NA,10.7833333333333,NA,5.26690135046113,NA,0.399572385912698,21.9454222935881,0,0,20.2430555555556,0,4.54059529446248,0,19.2897012578616,0,24.375,1612,779,833,346,165,181,31.315833333,"Good","PM2.5MO_SubIndex","PM2.5",4.85833333333333,20.4470833333333,10.7833333333333,152.166666666667,6,"Fri","%b","less"
542,"Seattle 10th & Weller",2015-11-14,0.310345833333333,13.9120833333333,NA,NA,NA,2.10454545454545,NA,NA,NA,45.8333333333333,50.2083333333333,NA,NA,3.85,NA,3.86464019072715,NA,0.327150669642857,16.1026674613631,0,0,8.03819444444444,0,3.71762124594156,0,13.124606918239,0,17.625,405,207,198,85,40,45,36.771666666,"Good","PM2.5MO_SubIndex","PM2.5",2.10454545454545,13.9120833333333,3.85,50.2083333333333,7,"Sat","%b","less"
543,"Seattle 10th & Weller",2015-11-15,0.563775,18.43,NA,NA,NA,5.88571428571429,NA,NA,NA,41.9583333333333,146.125,NA,NA,3.88333333333333,NA,4.83359830647235,NA,0.360472619047619,20.1399929436348,0,0,20.9515826180257,0,4.09627976190476,0,17.3867924528302,0,22,833,463,370,182,82,100,30.601666667,"Good","PM2.5MO_SubIndex","PM2.5",5.88571428571429,18.43,3.88333333333333,146.125,1,"Sun","%b","less"
544,"Seattle 10th & Weller",2015-11-16,0.535155,26.946,NA,NA,NA,5.88333333333333,NA,NA,NA,42.5833333333333,138.958333333333,NA,NA,4.60416666666667,NA,5.88813508055835,NA,0.436726760912698,24.5338961689931,0,0,24.3533917501192,0,4.96280410128066,0,21.1839622641509,0,27.7083333333333,2403,1161,1242,682,325,357,0.5,"Good","PM2.5MO_SubIndex","PM2.5",5.88333333333333,26.946,4.60416666666667,138.958333333333,2,"Mon","%b","less"
545,"Seattle 10th & Weller",2015-11-17,0.4067875,21.705,NA,NA,NA,3.6,NA,NA,NA,52.375,218.583333333333,NA,NA,11.7291666666667,NA,7.17534722222222,NA,0.436011532738095,29.8972800925926,0,0,12.5,0,4.95467650838745,0,20.4764150943396,0,30.625,1788,883,905,438,212,226,27.736666667,"Good","PM2.5MO_SubIndex","PM2.5",3.6,21.705,11.7291666666667,218.583333333333,3,"Tue","%b","less"
546,"Seattle 10th & Weller",2015-11-18,0.575733333333333,29.20875,NA,NA,NA,6.47826086956522,NA,NA,NA,45.4166666666667,172.375,NA,NA,4.2125,NA,5.28381642512077,NA,0.360803050595238,22.0159017713366,0,0,25.8680555555556,0,4.10003466585498,0,27.5554245283019,0,28.9583333333333,2927,1431,1496,782,378,404,0,"Good","NO2_SubIndex","NO2",6.47826086956522,29.20875,4.2125,172.375,4,"Wed","%b","less"
547,"Seattle 10th & Weller",2015-11-19,0.4387,18.2604166666667,NA,NA,NA,5.97619047619048,NA,NA,NA,43.25,67.5833333333333,NA,NA,3.91666666666667,NA,7.56423611111111,NA,0.368517435515873,31.517650462963,0,0,20.8351961134955,0,4.18769813086219,0,17.2268081761006,0,31.5833333333333,2937,1420,1517,835,398,437,3.165,"Good","PM2.5MO_SubIndex","PM2.5",5.97619047619048,18.2604166666667,3.91666666666667,67.5833333333333,5,"Thu","%b","less"
548,"Seattle 10th & Weller",2015-11-20,0.489829166666667,19.7813636363636,NA,NA,NA,10.6315789473684,NA,NA,NA,40.3333333333333,26.7083333333333,NA,NA,3.8125,NA,6.47539251207729,NA,0.356168308531746,26.9808021336554,0,0,33.8201895565093,0,4.0473671424062,0,17.1065251572327,0,27.9166666666667,2520,1217,1303,648,319,329,0,"Good","PM2.5MO_SubIndex","PM2.5",10.6315789473684,19.7813636363636,3.8125,26.7083333333333,6,"Fri","%b","less"
549,"Seattle 10th & Weller",2015-11-21,0.3768,17.8179166666667,NA,NA,NA,7.1875,NA,NA,NA,41.2083333333333,33.4583333333333,NA,NA,3.97083333333333,NA,3.19343311568207,NA,0.289500669642857,6.65298565767098,0,0,28.9770356461612,0,3.28978033685065,0,16.8093553459119,0,17,1119,617,502,355,172,183,0,"Good","NO2_SubIndex","NO2",7.1875,17.8179166666667,3.97083333333333,33.4583333333333,7,"Sat","%b","less"
550,"Seattle 10th & Weller",2015-11-22,0.6073875,19.4720833333333,NA,NA,NA,12.3458333333333,NA,NA,NA,42.25,115.708333333333,NA,NA,2.80416666666667,NA,4.04408535482704,NA,0.411160386904762,12.6377667338345,0,0,46.9811784692418,0,4.67227712391775,0,18.3698899371069,0,18.5,958,525,433,291,148,143,0,"Good","NO2_SubIndex","NO2",12.3458333333333,19.4720833333333,2.80416666666667,115.708333333333,1,"Sun","%b","less"
551,"Seattle 10th & Weller",2015-11-23,0.96768,27.249,NA,NA,NA,24.8541666666667,NA,NA,NA,40.0833333333333,131.166666666667,NA,NA,2.46666666666667,NA,6.86284722222222,NA,0.420351790674603,28.5951967592593,0,0,77.4187910223507,0,4.77672489402958,0,21.4221698113208,0,29.5,2278,1096,1182,620,292,328,0,"Good","PM2.5MO_SubIndex","PM2.5",24.8541666666667,27.249,2.46666666666667,131.166666666667,2,"Mon","%b","less"
552,"Seattle 10th & Weller",2015-11-24,0.443483333333333,20.27375,NA,NA,NA,7.44761904761905,NA,NA,NA,42.3333333333333,243.541666666667,NA,NA,5.04583333333333,NA,4.64409722222222,NA,0.345388616071429,19.3504050925926,0,0,27.1354166666667,0,3.92487063717532,0,19.126179245283,0,22.75,1952,905,1047,477,233,244,9.073333333,"Good","PM2.5MO_SubIndex","PM2.5",7.44761904761905,20.27375,5.04583333333333,243.541666666667,3,"Tue","%b","less"
553,"Seattle 10th & Weller",2015-11-25,0.4225625,18.5158333333333,NA,NA,NA,6.35,NA,NA,NA,39.2916666666667,48.7083333333333,NA,NA,4.29583333333333,NA,5.64928830227743,NA,0.341434226190476,23.5387012594893,0,0,26.0447216261326,0,3.87993438852814,0,17.4677672955975,0,24.5833333333333,2016,972,1044,539,260,279,0,"Good","PM2.5MO_SubIndex","PM2.5",6.35,18.5158333333333,4.29583333333333,48.7083333333333,4,"Wed","%b","less"
554,"Seattle 10th & Weller",2015-11-26,0.424504166666667,17.3445833333333,NA,NA,NA,9.7875,NA,NA,NA,39.5833333333333,48.75,NA,NA,3.375,NA,4.29159932522347,NA,0.326069270833333,17.8816638550978,0,0,39.5398932999523,0,3.70533262310606,0,16.3628144654088,0,19.875,532,259,273,203,94,109,0,"Good","PM2.5MO_SubIndex","PM2.5",9.7875,17.3445833333333,3.375,48.75,5,"Thu","%b","less"
555,"Seattle 10th & Weller",2015-11-27,0.5823625,26.1033333333333,NA,NA,NA,12.7083333333333,NA,NA,NA,39.9166666666667,124.125,NA,NA,3.06666666666667,NA,6.54166666666667,NA,0.518414657738095,27.2569444444444,0,0,48.155847639485,0,5.89107565611472,0,24.625786163522,0,27.8333333333333,882,461,421,297,143,154,0,"Good","PM2.5MO_SubIndex","PM2.5",12.7083333333333,26.1033333333333,3.06666666666667,124.125,6,"Fri","%b","less"
556,"Seattle 10th & Weller",2015-11-28,0.935175,25.9591666666667,NA,NA,NA,21.6666666666667,NA,NA,NA,36.7083333333333,106.916666666667,NA,NA,2.25416666666667,NA,11.0520833333333,NA,0.446436235119048,46.0503472222222,0,0,70.5293276108727,0,5.07313903544372,0,24.4897798742138,0,46.125,798,439,359,194,100,94,0,"Good","PM2.5MO_SubIndex","PM2.5",21.6666666666667,25.9591666666667,2.25416666666667,106.916666666667,7,"Sat","%b","less"
557,"Seattle 10th & Weller",2015-11-29,0.841229166666667,25.3970833333333,NA,NA,NA,26.5416666666667,NA,NA,NA,32.9166666666667,97.9583333333333,NA,NA,2.0625,NA,12.2909118357488,NA,0.517391517857143,49.3262553626471,0,0,80.9907010014306,0,5.87944906655844,0,23.9595125786164,0,49.3333333333333,605,293,312,177,85,92,0,"Good","PM2.5MO_SubIndex","PM2.5",26.5416666666667,25.3970833333333,2.0625,97.9583333333333,1,"Sun","%b","less"
558,"Seattle 10th & Weller",2015-11-30,1.013405,31.3685,NA,NA,NA,20.6666666666667,NA,NA,NA,36.4166666666667,142.666666666667,NA,NA,2.42083333333333,NA,8.921875,NA,0.393049404761905,36.083976613416,0,0,68.3165683118741,0,4.46647050865801,0,24.6607704402516,0,40.0416666666667,2329,1132,1197,550,252,298,0,"Good","PM2.5MO_SubIndex","PM2.5",20.6666666666667,31.3685,2.42083333333333,142.666666666667,2,"Mon","%b","less"
559,"Seattle 10th & Weller",2015-12-01,0.525554166666667,22.9020833333333,NA,NA,NA,7.51739130434783,NA,NA,NA,44.0833333333333,118.041666666667,NA,NA,2.875,NA,4.94222994698538,NA,0.349151264880952,20.5926247791058,0,0,29.1064616118264,0,3.96762801001082,0,21.6057389937107,0,23.4166666666667,2598,1259,1339,664,307,357,0.625,"Good","NO2_SubIndex","NO2",7.51739130434783,22.9020833333333,2.875,118.041666666667,3,"Tue","%b","less"
560,"Seattle 10th & Weller",2015-12-02,0.429970833333333,17.57625,NA,NA,NA,4.81363636363636,NA,NA,NA,46.0416666666667,109.583333333333,NA,NA,3.29583333333333,NA,6.33631305288914,NA,0.328432564484127,26.4013043870381,0,0,18.3854166666667,0,3.73218823277417,0,16.5813679245283,0,28.125,2515,1200,1315,649,307,342,13.026666666,"Good","PM2.5MO_SubIndex","PM2.5",4.81363636363636,17.57625,3.29583333333333,109.583333333333,4,"Wed","%b","less"
561,"Seattle 10th & Weller",2015-12-03,0.388066666666667,18.4054166666667,NA,NA,NA,3.2,NA,NA,NA,50.9166666666667,143.083333333333,NA,NA,5.94583333333333,NA,5.69584235209235,NA,0.336706026785714,23.7326764670515,0,0,11.6666666666667,0,3.82620484983766,0,17.3636006289308,0,24.625,1884,910,974,460,208,252,9.4,"Good","PM2.5MO_SubIndex","PM2.5",3.2,18.4054166666667,5.94583333333333,143.083333333333,5,"Thu","%b","less"
562,"Seattle 10th & Weller",2015-12-04,0.5332375,27.7120833333333,NA,NA,NA,4.90869565217391,NA,NA,NA,48.0416666666667,179.833333333333,NA,NA,7.28333333333333,NA,11.0763888888889,NA,0.555817857142857,44.7606513769671,0,0,19.6006944444444,0,6.31611201298701,0,26.1434748427673,0,44.8333333333333,2268,1113,1155,541,251,290,6.34,"Good","PM2.5MO_SubIndex","PM2.5",4.90869565217391,27.7120833333333,7.28333333333333,179.833333333333,6,"Fri","%b","less"
563,"Seattle 10th & Weller",2015-12-05,0.376333333333333,16.0604166666667,NA,NA,NA,3.66666666666667,NA,NA,NA,46.375,116.916666666667,NA,NA,4.10833333333333,NA,6.16714015151515,NA,0.375060267857143,25.6964172979798,0,0,15.2777777777778,0,4.26204849837662,0,15.1513364779874,0,25.7916666666667,408,221,187,94,50,44,5.33,"Good","PM2.5MO_SubIndex","PM2.5",3.66666666666667,16.0604166666667,4.10833333333333,116.916666666667,7,"Sat","%b","less"
564,"Seattle 10th & Weller",2015-12-06,0.347370833333333,11.63,NA,NA,NA,2.75238095238095,NA,NA,NA,50.2916666666667,144.75,NA,NA,6.5,NA,7.07523919902971,NA,0.411286086309524,20.8817823582474,0,0,10.0347222222222,0,4.67370552624459,0,10.9716981132075,0,24.9166666666667,480,236,244,123,66,57,13.2,"Good","PM2.5MO_SubIndex","PM2.5",2.75238095238095,11.63,6.5,144.75,1,"Sun","%b","less"
565,"Seattle 10th & Weller",2015-12-07,0.62141,31.547,NA,NA,NA,5.96086956521739,NA,NA,NA,49.3333333333333,142.5,NA,NA,4.06666666666667,NA,9.91796270836914,NA,0.50763943452381,37.6526142163534,0,0,23.5994873628994,0,5.76862993777056,0,24.8011006289308,0,41.5833333333333,2041,1013,1028,521,246,275,22.96,"Good","PM2.5MO_SubIndex","PM2.5",5.96086956521739,31.547,4.06666666666667,142.5,2,"Mon","%b","less"
568,"Seattle 10th & Weller",2015-12-10,0.3831625,20.1541666666667,NA,NA,NA,3.86818181818182,NA,NA,NA,47.6521739130435,150,NA,NA,7.72272727272727,NA,10.7361111111111,NA,0.390293154761905,44.6932808277698,0,0,14.7401049117787,0,4.43514948593074,0,19.0133647798742,0,44.7083333333333,1841,881,960,466,217,249,8.745,"Good","PM2.5MO_SubIndex","PM2.5",3.86818181818182,20.1541666666667,7.72272727272727,150,5,"Thu","%b","less"
570,"Seattle 10th & Weller",2015-12-12,0.4069125,17.2816666666667,NA,NA,NA,5.72916666666667,NA,NA,NA,44.5833333333333,158.125,NA,NA,7.39583333333333,NA,9.56770833333333,NA,0.387520684523809,39.7231970771737,0,0,23.4668574153553,0,4.40364414231602,0,16.3034591194969,0,39.6666666666667,447,225,222,92,45,47,7.625,"Good","PM2.5MO_SubIndex","PM2.5",5.72916666666667,17.2816666666667,7.39583333333333,158.125,7,"Sat","%b","less"
571,"Seattle 10th & Weller",2015-12-13,0.357695833333333,14.1120833333333,NA,NA,NA,3.6375,NA,NA,NA,44.375,158.916666666667,NA,NA,9.24166666666667,NA,9.69580314009662,NA,0.50661287202381,40.3991797504026,0,0,15.15625,0,5.75696445481602,0,13.313286163522,0,40.3333333333333,490,256,234,153,66,87,7.531666667,"Good","PM2.5MO_SubIndex","PM2.5",3.6375,14.1120833333333,9.24166666666667,158.916666666667,1,"Sun","%b","less"
572,"Seattle 10th & Weller",2015-12-14,0.790210526315789,22.4477777777778,NA,NA,NA,7.56666666666667,NA,NA,NA,41.9166666666667,93.625,NA,NA,2.1,NA,11.5243055555556,NA,0.497495982142857,45.4938106024479,0,0,29.7070219360992,0,5.65336343344156,0,7.94143081761006,0,45.4166666666667,2521,1243,1278,732,347,385,0,"Good","PM2.5MO_SubIndex","PM2.5",7.56666666666667,22.4477777777778,2.1,93.625,2,"Mon","%b","less"
573,"Seattle 10th & Weller",2015-12-15,0.692529166666667,NA,NA,NA,NA,11.952380952381,NA,NA,NA,39.1666666666667,157.291666666667,NA,NA,4.55416666666667,NA,8.14930555555556,NA,0.444396428571429,33.623399250914,0,0,40.9857832618026,0,5.04995941558442,0,0,0,33.6666666666667,2430,1191,1239,693,318,375,0,"Good","PM2.5MO_SubIndex","PM2.5",11.952380952381,NA,4.55416666666667,157.291666666667,3,"Tue","%b","less"
574,"Seattle 10th & Weller",2015-12-16,0.542561904761905,NA,NA,NA,NA,5.87391304347826,NA,NA,NA,40.5833333333333,136.583333333333,NA,NA,2.775,NA,5.5386130324989,NA,0.358547023809524,23.0775543020788,0,0,23.4548611111111,0,4.0743979978355,0,0,0,23.0416666666667,2436,1208,1228,671,329,342,4.43,"Good","PM2.5MO_SubIndex","PM2.5",5.87391304347826,NA,2.775,136.583333333333,4,"Wed","%b","less"
575,"Seattle 10th & Weller",2015-12-17,0.381306666666667,NA,NA,NA,NA,4.50434782608696,NA,NA,NA,40.2083333333333,110.958333333333,NA,NA,2.83333333333333,NA,5.78419384057971,NA,0.330971056547619,24.1008076690821,0,0,17.9861111111111,0,3.76103473349567,0,0,0,24.125,1658,821,837,429,193,236,6.223333333,"Good","PM2.5MO_SubIndex","PM2.5",4.50434782608696,NA,2.83333333333333,110.958333333333,5,"Thu","%b","less"
577,"Seattle 10th & Weller",2015-12-19,0.453016666666667,NA,NA,NA,NA,4.39166666666667,NA,NA,NA,42.5416666666667,159.458333333333,NA,NA,5.66666666666667,NA,11.1666666666667,NA,0.431273735119048,41.8741493303926,0,0,18.2986111111111,0,4.90083789908009,0,0,0,41.9166666666667,808,442,366,212,101,111,3.803333333,"Good","PM2.5MO_SubIndex","PM2.5",4.39166666666667,NA,5.66666666666667,159.458333333333,7,"Sat","%b","less"
578,"Seattle 10th & Weller",2015-12-20,0.441725,NA,NA,NA,NA,2.68095238095238,NA,NA,NA,43.5833333333333,190.5,NA,NA,7.82916666666667,NA,4.29310966810967,NA,0.300784598214286,17.887956950457,0,0,9.77430555555556,0,3.41800679788961,0,0,0,17.875,512,273,239,174,89,85,1.655,"Good","PM2.5MO_SubIndex","PM2.5",2.68095238095238,NA,7.82916666666667,190.5,1,"Sun","%b","less"
579,"Seattle 10th & Weller",2015-12-21,0.376225,18.0836842105263,NA,NA,NA,3.53,NA,NA,NA,39.5,134,NA,NA,5.28333333333333,NA,4.49731358617228,NA,0.284895610119048,18.7388066090512,0,0,12.2569444444444,0,3.23745011498918,0,13.5058962264151,0,20.2083333333333,1275,616,659,354,161,193,25.0225,"Good","PM2.5MO_SubIndex","PM2.5",3.53,18.0836842105263,5.28333333333333,134,2,"Mon","%b","less"
580,"Seattle 10th & Weller",2015-12-22,0.468766666666667,26.6858333333333,NA,NA,NA,5.21666666666667,NA,NA,NA,41.0833333333333,174.416666666667,NA,NA,6.06666666666667,NA,9.48996074879227,NA,0.455421279761905,38.6685111969826,0,0,21.7361111111111,0,5.17524181547619,0,25.1753144654088,0,39.75,1635,777,858,428,196,232,1.415,"Good","PM2.5MO_SubIndex","PM2.5",5.21666666666667,26.6858333333333,6.06666666666667,174.416666666667,3,"Tue","%b","less"
581,"Seattle 10th & Weller",2015-12-23,0.423975,25.36,NA,NA,NA,3.5375,NA,NA,NA,40.25,198.666666666667,NA,NA,10.2583333333333,NA,8.25347222222222,NA,0.662876041666667,33.5939983706883,0,0,14.7395833333333,0,7.53268229166667,0,23.9245283018868,0,37.4166666666667,1219,602,617,325,157,168,4.945,"Good","PM2.5MO_SubIndex","PM2.5",3.5375,25.36,10.2583333333333,198.666666666667,4,"Wed","%b","less"
582,"Seattle 10th & Weller",2015-12-24,0.5282,24.6495833333333,NA,NA,NA,4.59583333333333,NA,NA,NA,39.875,196.333333333333,NA,NA,5.6375,NA,11.4288517943409,NA,0.427349776785714,46.2965863192118,0,0,19.1493055555556,0,4.85624746347403,0,23.2543238993711,0,46.25,592,306,286,189,91,98,6.78,"Good","PM2.5MO_SubIndex","PM2.5",4.59583333333333,24.6495833333333,5.6375,196.333333333333,5,"Thu","%b","less"
583,"Seattle 10th & Weller",2015-12-25,0.4707875,17.6229166666667,NA,NA,NA,8.62083333333333,NA,NA,NA,37.9166666666667,132.041666666667,NA,NA,2.15833333333333,NA,12.364935260995,NA,0.617695610119048,49.0496003052275,0,0,35.0260789222699,0,7.01926829680736,0,16.625393081761,0,49.125,264,150,114,131,61,70,5.835,"Good","PM2.5MO_SubIndex","PM2.5",8.62083333333333,17.6229166666667,2.15833333333333,132.041666666667,6,"Fri","%b","less"
584,"Seattle 10th & Weller",2015-12-26,0.581095833333333,20.37375,NA,NA,NA,8.12083333333333,NA,NA,NA,37.8333333333333,143.416666666667,NA,NA,2.5,NA,7.59201388888889,NA,0.369350446428571,31.6333912037037,0,0,33.3474159513591,0,4.19716416396104,0,19.2205188679245,0,31.5833333333333,488,250,238,190,93,97,0.25,"Good","PM2.5MO_SubIndex","PM2.5",8.12083333333333,20.37375,2.5,143.416666666667,7,"Sat","%b","less"
585,"Seattle 10th & Weller",2015-12-27,0.469816666666667,17.94625,NA,NA,NA,4.65,NA,NA,NA,37.5416666666667,150.333333333333,NA,NA,2.74166666666667,NA,7.46459842995169,NA,0.393725744047619,31.102493458132,0,0,19.375,0,4.47415618235931,0,16.9304245283019,0,31.5,202,100,102,75,38,37,3.17,"Good","PM2.5MO_SubIndex","PM2.5",4.65,17.94625,2.74166666666667,150.333333333333,1,"Sun","%b","less"
586,"Seattle 10th & Weller",2015-12-28,0.52176,22.854,NA,NA,NA,7.70416666666667,NA,NA,NA,38.1666666666667,89.0833333333333,NA,NA,2.04166666666667,NA,6.86458333333333,NA,0.360219494047619,28.6024305555556,0,0,31.5097460658083,0,4.09340334145022,0,17.9669811320755,0,29.25,1206,594,612,371,176,195,5.163333333,"Good","PM2.5MO_SubIndex","PM2.5",7.70416666666667,22.854,2.04166666666667,89.0833333333333,2,"Mon","%b","less"
587,"Seattle 10th & Weller",2015-12-29,0.437766666666667,16.4541666666667,NA,NA,NA,7.91363636363636,NA,NA,NA,38.75,62.3333333333333,NA,NA,2.79583333333333,NA,4.96385732323232,NA,0.442489657738095,20.6827388468013,0,0,30.2083333333333,0,5.02829156520563,0,15.5227987421384,0,21.0416666666667,1508,744,764,479,235,244,0,"Good","PM2.5MO_SubIndex","PM2.5",7.91363636363636,16.4541666666667,2.79583333333333,62.3333333333333,3,"Tue","%b","less"
588,"Seattle 10th & Weller",2015-12-30,0.386754166666667,18.6820833333333,NA,NA,NA,5.22857142857143,NA,NA,NA,35.2916666666667,33.9166666666667,NA,NA,3.49166666666667,NA,5.54166666666667,NA,0.457507291666667,23.0902777777778,0,0,19.0625,0,5.19894649621212,0,17.624606918239,0,23.625,1460,731,729,411,207,204,0,"Good","PM2.5MO_SubIndex","PM2.5",5.22857142857143,18.6820833333333,3.49166666666667,33.9166666666667,4,"Wed","%b","less"
590,"Seattle 10th & Weller",2016-01-01,0.958691666666667,33.5741666666667,NA,NA,NA,16.3583333333333,NA,NA,NA,35.75,122.041666666667,NA,NA,2.22916666666667,NA,5.60227958937198,NA,0.419915724206349,23.3428316223833,0,0,56.8178499046257,0,4.77176959325397,0,31.6737421383648,0,33.0416666666667,562,316,246,212,104,108,0,"Good","NO2_SubIndex","NO2",16.3583333333333,33.5741666666667,2.22916666666667,122.041666666667,6,"Fri","%b","less"
591,"Seattle 10th & Weller",2016-01-02,1.0461875,33.65375,NA,NA,NA,16.3208333333333,NA,NA,NA,35.1666666666667,116.5,NA,NA,1.95833333333333,NA,4.10411290374273,NA,0.305395758928571,16.3879508309172,0,0,56.2378666550444,0,3.47040635146104,0,31.748820754717,0,31.8333333333333,733,396,337,213,106,107,0,"Good","NO2_SubIndex","NO2",16.3208333333333,33.65375,1.95833333333333,116.5,7,"Sat","%b","less"
