,Site,Date,CO,NO2,NO2_caps,ozone,PM2.5_MO,PM2.5_FEM,RH,SO2,Temperature,Temperature_10_m,Wind_Direction_s,Wind_Direction_v,Wind_Speed_p,Wind_Speed_s,DOY,Ozone_8hr_avg,PM2.5_MO_24hr_avg,PM2.5_FEM_24hr_avg,CO_8hr_avg,PM2.5MO_SubIndex,PM2.5FEM_SubIndex,PM2.5_1hrMO_SubIndex,PM2.5_1hrFEM_SubIndex,03_SubIndex,CO_SubIndex,SO2_SubIndex,NO2_SubIndex,NO2_CAPS_SubIndex,AQI_calculated,AQI_calculated_where,AQI_Cause,AQI_bucket_calculated
48819,Seattle 10th & Weller,2017-06-16 16:00:00,0.3703,12.11,,,4.0,,,,,66.0,207.0,,,9.5,2017-06-16,,101.66666666666667,,1.2928250000000001,174.32384966631543,0.0,16.666666666666668,0.0,0.0,14.691193181818182,0.0,11.424528301886792,0.0,174.0,PM2.5MO_SubIndex,PM2.5,Moderate
48820,Seattle 10th & Weller,2017-06-16 17:00:00,0.4234,11.19,,,4.0,,,,,66.0,209.0,,,8.8,2017-06-16,,103.58333333333333,,1.2188875000000001,175.33368458025993,0.0,16.666666666666668,0.0,0.0,13.850994318181819,0.0,10.556603773584905,0.0,175.0,PM2.5MO_SubIndex,PM2.5,Moderate
138300,Seattle Beacon Hill,2017-06-16 17:00:00,0.1211,,,30.0,,3.2,49.0,,,65.0,213.0,,,,2017-06-16,,106.54166666666667,,1.1457125,176.89234281700035,0.0,0.0,13.333333333333336,0.0,13.019460227272726,0.0,0.0,0.0,177.0,PM2.5MO_SubIndex,PM2.5,Moderate
48821,Seattle 10th & Weller,2017-06-16 18:00:00,0.3788,14.2,,,4.0,,,,,65.0,212.0,,,9.3,2017-06-16,,110.20833333333333,,1.1097125,178.824200913242,0.0,16.666666666666668,0.0,0.0,12.610369318181819,0.0,13.39622641509434,0.0,179.0,PM2.5MO_SubIndex,PM2.5,Moderate
138301,Seattle Beacon Hill,2017-06-16 18:00:00,0.1248,,,30.0,,1.8,49.0,,,64.0,217.0,,,,2017-06-16,,113.70833333333333,,,180.66824727783631,0.0,0.0,7.500000000000001,0.0,0.0,0.0,0.0,0.0,181.0,PM2.5MO_SubIndex,PM2.5,Moderate
138302,Seattle Beacon Hill,2017-06-16 19:00:00,0.1242,,,30.0,,3.8,55.0,0.3,,62.0,246.0,,,,2017-06-16,,117.875,,,182.86354056902002,0.0,0.0,15.833333333333334,0.0,0.0,0.42857142857142855,0.0,0.0,183.0,PM2.5MO_SubIndex,PM2.5,Moderate
48822,Seattle 10th & Weller,2017-06-16 19:00:00,0.4305,16.95,,,4.0,,,,,62.0,244.0,,,6.3,2017-06-16,,121.20833333333333,,,184.61977520196697,0.0,16.666666666666668,0.0,0.0,0.0,0.0,15.99056603773585,0.0,185.0,PM2.5MO_SubIndex,PM2.5,Moderate
48824,Seattle 10th & Weller,2017-06-16 20:00:00,0.6531,30.68,,,11.0,,,,,60.0,244.0,,,3.4,2017-06-16,,124.54166666666667,,,186.37600983491393,0.0,45.833333333333336,0.0,0.0,0.0,0.0,28.943396226415093,0.0,186.0,PM2.5MO_SubIndex,PM2.5,Moderate
138304,Seattle Beacon Hill,2017-06-16 20:00:00,0.1487,,,20.0,,3.9,69.0,,,58.0,238.0,,,,2017-06-16,,127.875,,,188.13224446786091,0.0,0.0,16.25,0.0,0.0,0.0,0.0,0.0,188.0,PM2.5MO_SubIndex,PM2.5,Moderate
138305,Seattle Beacon Hill,2017-06-16 21:00:00,0.16390000000000002,,,20.0,,3.6,76.0,,,57.0,247.0,,,,2017-06-16,,131.125,,,189.84457323498418,0.0,0.0,15.000000000000002,0.0,0.0,0.0,0.0,0.0,190.0,PM2.5MO_SubIndex,PM2.5,Moderate
48825,Seattle 10th & Weller,2017-06-16 21:00:00,0.5665,30.78,,,8.0,,,,,58.0,239.0,,,2.7,2017-06-16,,134.625,,,191.6886195995785,0.0,33.333333333333336,0.0,0.0,0.0,0.0,29.037735849056606,0.0,192.0,PM2.5MO_SubIndex,PM2.5,Moderate
48826,Seattle 10th & Weller,2017-06-16 22:00:00,0.37860000000000005,26.98,,,6.0,,,,,57.0,142.0,,,2.2,2017-06-16,,138.29166666666666,,,193.62047769582017,0.0,25.0,0.0,0.0,0.0,0.0,25.452830188679247,0.0,194.0,PM2.5MO_SubIndex,PM2.5,Moderate
138306,Seattle Beacon Hill,2017-06-16 22:00:00,0.19390000000000002,,,20.0,,6.1,76.0,,,56.0,195.0,,,,2017-06-16,,141.0,,1.8369375000000001,195.04741833508956,0.0,0.0,25.416666666666668,0.0,20.874289772727273,0.0,0.0,0.0,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
48827,Seattle 10th & Weller,2017-06-16 23:00:00,0.1925,11.59,,,5.0,,,,,55.0,87.0,,,1.9,2017-06-16,,142.0,,1.8322625,195.57428872497366,0.0,20.833333333333336,0.0,0.0,20.821164772727272,0.0,10.933962264150944,0.0,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
138307,Seattle Beacon Hill,2017-06-16 23:00:00,0.1616,,,20.0,,2.5,79.0,,,54.0,146.0,,,,2017-06-16,,142.66666666666666,,1.7934875,195.92553565156305,0.0,0.0,10.416666666666668,0.0,20.38053977272727,0.0,0.0,0.0,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
49028,Seattle 10th & Weller,2017-06-17 00:00:00,0.16240000000000002,7.79,,,5.0,,,,,54.0,160.0,,,2.2,2017-06-17,,142.04166666666666,,1.6967625000000002,195.59624165788549,0.0,20.833333333333336,0.0,0.0,19.281392045454545,0.0,7.349056603773585,0.0,196.0,PM2.5MO_SubIndex,PM2.5,Moderate
138533,Seattle Beacon Hill,2017-06-17 00:00:00,0.1459,,,20.0,,3.6,84.0,,,53.0,146.0,,,,2017-06-17,,141.5,,1.5905874999999998,195.3108535300316,0.0,0.0,15.000000000000002,0.0,18.07485795454545,0.0,0.0,0.0,195.0,PM2.5MO_SubIndex,PM2.5,Moderate
138544,Seattle Beacon Hill,2017-06-17 01:00:00,0.1379,,,20.0,,1.9,85.0,,,53.0,134.0,,,,2017-06-17,,139.20833333333334,,1.483925,194.10344221988058,0.0,0.0,7.916666666666667,0.0,16.86278409090909,0.0,0.0,0.0,194.0,PM2.5MO_SubIndex,PM2.5,Moderate
49039,Seattle 10th & Weller,2017-06-17 01:00:00,0.186,9.48,,,3.0,,,,,53.0,140.0,,,1.7,2017-06-17,,137.66666666666666,,1.397425,193.2911837021426,0.0,12.5,0.0,0.0,15.879829545454545,0.0,8.943396226415095,0.0,193.0,PM2.5MO_SubIndex,PM2.5,Moderate
49044,Seattle 10th & Weller,2017-06-17 02:00:00,0.1759,13.08,,,1.0,,,,,53.0,163.0,,,2.2,2017-06-17,,134.41666666666666,,1.3313,191.5788549350193,0.0,4.166666666666667,0.0,0.0,15.12840909090909,0.0,12.339622641509434,0.0,192.0,PM2.5MO_SubIndex,PM2.5,Moderate
138549,Seattle Beacon Hill,2017-06-17 02:00:00,0.1351,,,20.0,,4.3,82.0,,,53.0,153.0,,,,2017-06-17,,129.70833333333334,,1.1904499999999998,189.09817351598173,0.0,0.0,17.916666666666668,0.0,13.527840909090907,0.0,0.0,0.0,189.0,PM2.5MO_SubIndex,PM2.5,Moderate
138550,Seattle Beacon Hill,2017-06-17 03:00:00,0.167,,,20.0,,2.9,83.0,,,53.0,144.0,,,,2017-06-17,,124.66666666666667,,1.029325,186.44186863364945,0.0,0.0,12.083333333333334,0.0,11.696875,0.0,0.0,0.0,186.0,PM2.5MO_SubIndex,PM2.5,Moderate
49045,Seattle 10th & Weller,2017-06-17 03:00:00,0.1782,13.48,,,4.0,,,,,53.0,166.0,,,2.4,2017-06-17,,119.41666666666667,,0.8701375,183.675799086758,0.0,16.666666666666668,0.0,0.0,9.887926136363637,0.0,12.716981132075473,0.0,184.0,PM2.5MO_SubIndex,PM2.5,Moderate
138551,Seattle Beacon Hill,2017-06-17 04:00:00,0.1961,,,10.0,,4.8,81.0,,,53.0,183.0,,,,2017-06-17,,113.66666666666667,,0.6995125,180.64629434492448,0.0,0.0,20.0,0.0,7.949005681818181,0.0,0.0,0.0,181.0,PM2.5MO_SubIndex,PM2.5,Moderate
49046,Seattle 10th & Weller,2017-06-17 04:00:00,0.2195,17.19,,,4.0,,,,,53.0,166.0,,,2.7,2017-06-17,,108.08333333333333,,0.5416249999999999,177.70460133473833,0.0,16.666666666666668,0.0,0.0,6.154829545454544,0.0,16.216981132075475,0.0,178.0,PM2.5MO_SubIndex,PM2.5,Moderate
138552,Seattle Beacon Hill,2017-06-17 05:00:00,0.2396,,,10.0,,5.2,83.0,,,53.0,123.0,,,,2017-06-17,,104.54166666666667,,0.42028750000000004,175.8386020372322,0.0,0.0,21.666666666666668,0.0,4.7759943181818185,0.0,0.0,0.0,176.0,PM2.5MO_SubIndex,PM2.5,Moderate
49047,Seattle 10th & Weller,2017-06-17 05:00:00,0.2532,14.84,,,6.0,,,,,53.0,151.0,,,2.6,2017-06-17,,100.16666666666667,,0.30512500000000004,173.53354408148928,0.0,25.0,0.0,0.0,3.467329545454546,0.0,14.0,0.0,174.0,PM2.5MO_SubIndex,PM2.5,Moderate
49048,Seattle 10th & Weller,2017-06-17 06:00:00,0.2403,11.42,,,5.0,,,,,54.0,154.0,,,3.5,2017-06-17,,94.58333333333333,,,170.59185107130313,0.0,20.833333333333336,0.0,0.0,0.0,0.0,10.773584905660378,0.0,171.0,PM2.5MO_SubIndex,PM2.5,Moderate
87698,Seattle Beacon Hill,2020-10-03 02:00:00,0.42019999999999996,,20.01,,20.0,,98.0,2.2,,55.0,288.0,,,,2020-10-03,,,94.52499999999999,0.7870125,0.0,170.56111696522655,66.95278969957081,0.0,0.0,8.943323863636364,3.1428571428571432,0.0,18.87735849056604,171.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87699,Seattle Beacon Hill,2020-10-03 03:00:00,0.2523,,16.08,,7.0,,99.0,1.4,,55.0,280.0,,,,2020-10-03,,,96.95,0.7895875,0.0,171.83877766069548,29.166666666666668,0.0,0.0,8.972585227272727,2.0,0.0,15.169811320754716,172.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10778,Seattle 10th & Weller,2020-10-03 03:00:00,0.202,14.32,,,15.0,,,,,55.0,265.0,,,2.4,2020-10-03,,,98.175,0.7910625,0.0,172.48419388830348,56.223175965665234,0.0,0.0,8.98934659090909,0.0,13.50943396226415,0.0,172.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10779,Seattle 10th & Weller,2020-10-03 04:00:00,0.2895,16.13,,,12.0,,,,,55.0,257.0,,,2.8,2020-10-03,,,99.12916666666666,0.7984625,0.0,172.98691605198454,50.0,0.0,0.0,9.073437499999999,0.0,15.216981132075471,0.0,173.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87700,Seattle Beacon Hill,2020-10-03 04:00:00,0.3397,,15.14,,9.0,,100.0,1.4,,55.0,233.0,,,,2020-10-03,,,98.68333333333334,0.7880375,0.0,172.7520196698279,37.5,0.0,0.0,8.95497159090909,2.0,0.0,14.283018867924529,173.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10780,Seattle 10th & Weller,2020-10-03 05:00:00,0.3197,17.64,,,19.0,,,,,55.0,259.0,,,2.5,2020-10-03,,,97.53750000000001,0.759725,0.0,172.14831401475237,64.8068669527897,0.0,0.0,8.633238636363636,0.0,16.641509433962266,0.0,172.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87701,Seattle Beacon Hill,2020-10-03 05:00:00,0.3168,,15.54,,13.0,,100.0,1.3,,55.0,232.0,,,,2020-10-03,,,96.60416666666667,0.7399,0.0,171.65656831752722,51.93133047210301,0.0,0.0,8.407954545454546,1.8571428571428572,0.0,14.660377358490566,172.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10781,Seattle 10th & Weller,2020-10-03 06:00:00,0.4065,18.23,,,16.0,,,,,55.0,190.0,,,2.6,2020-10-03,20.0,,96.175,0.673825,0.0,171.4304531085353,58.36909871244635,0.0,18.51851851851852,7.657102272727273,0.0,17.19811320754717,0.0,171.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87702,Seattle Beacon Hill,2020-10-03 06:00:00,0.2756,,14.27,,8.0,,100.0,1.1,,55.0,194.0,,,,2020-10-03,23.75,,95.6875,0.648325,0.0,171.1736037934668,33.333333333333336,0.0,21.99074074074074,7.367329545454545,1.5714285714285716,0.0,13.462264150943396,171.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10782,Seattle 10th & Weller,2020-10-03 07:00:00,0.4874,18.48,,,15.0,,,,,56.0,199.0,,,2.2,2020-10-03,26.25,,95.57083333333334,0.6318625,0.0,171.11213558131368,56.223175965665234,0.0,24.305555555555557,7.180255681818181,0.0,17.433962264150946,0.0,171.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87703,Seattle Beacon Hill,2020-10-03 07:00:00,0.2756,,10.15,,4.0,,100.0,1.0,,55.0,176.0,,,,2020-10-03,28.75,,95.47500000000001,0.641675,0.0,171.06164383561645,16.666666666666668,0.0,26.62037037037037,7.291761363636363,1.4285714285714286,0.0,9.575471698113208,171.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87704,Seattle Beacon Hill,2020-10-03 08:00:00,0.30219999999999997,,9.5,,4.0,,100.0,1.0,,55.0,221.0,,,,2020-10-03,30.0,,95.39583333333333,0.652575,0.0,171.01993326308394,16.666666666666668,0.0,27.77777777777778,7.415625,1.4285714285714286,0.0,8.962264150943396,171.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10783,Seattle 10th & Weller,2020-10-03 08:00:00,0.5907,14.85,,,17.0,,,,,56.0,248.0,,,2.7,2020-10-03,30.0,,95.64583333333333,0.6848625,0.0,171.15165086055498,60.51502145922747,0.0,27.77777777777778,7.78252840909091,0.0,14.00943396226415,0.0,171.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87705,Seattle Beacon Hill,2020-10-03 09:00:00,0.3197,,8.82,,11.0,,100.0,1.0,,56.0,183.0,,,,2020-10-03,28.75,,96.19583333333333,0.7244875,0.0,171.44142957499122,45.833333333333336,0.0,26.62037037037037,8.2328125,1.4285714285714286,0.0,8.320754716981133,171.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10784,Seattle 10th & Weller,2020-10-03 09:00:00,0.5542,15.12,,,18.0,,,,,57.0,237.0,,,2.3,2020-10-03,30.0,,96.675,0.7566625,0.0,171.69388830347734,62.66094420600859,0.0,27.77777777777778,8.5984375,0.0,14.264150943396226,0.0,172.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10762,Seattle 10th & Weller,2020-10-03 10:00:00,0.5266000000000001,14.1,,,14.0,,,,,58.0,263.0,,,3.2,2020-10-03,27.5,,97.27083333333333,0.7967875000000001,0.0,172.0078152441166,54.077253218884124,0.0,25.462962962962962,9.05440340909091,0.0,13.30188679245283,0.0,172.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87683,Seattle Beacon Hill,2020-10-03 10:00:00,0.3023,,8.17,10.0,9.0,,100.0,1.0,,56.0,221.0,,,,2020-10-03,,,97.17083333333333,,0.0,171.9551282051282,37.5,0.0,0.0,0.0,1.4285714285714286,0.0,7.7075471698113205,172.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87684,Seattle Beacon Hill,2020-10-03 11:00:00,0.31739999999999996,,9.64,10.0,9.0,,99.0,1.1,,57.0,274.0,,,,2020-10-03,,,97.375,,0.0,172.0626975763962,37.5,0.0,0.0,0.0,1.5714285714285716,0.0,9.09433962264151,172.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10763,Seattle 10th & Weller,2020-10-03 11:00:00,0.5161,12.28,,,13.0,,,,,58.0,288.0,,,3.6,2020-10-03,,,98.22083333333335,,0.0,172.5083421145065,51.93133047210301,0.0,0.0,0.0,0.0,11.584905660377357,0.0,173.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10764,Seattle 10th & Weller,2020-10-03 12:00:00,0.5468999999999999,11.47,,,10.0,,,,,58.0,285.0,,,4.0,2020-10-03,,,98.95833333333333,,0.0,172.896909027046,41.66666666666667,0.0,0.0,0.0,0.0,10.820754716981133,0.0,173.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87685,Seattle Beacon Hill,2020-10-03 12:00:00,0.2851,,9.73,,9.0,,97.0,1.3,,57.0,309.0,,,,2020-10-03,,,99.45,,0.0,173.1559536354057,37.5,0.0,0.0,0.0,1.8571428571428572,0.0,9.179245283018869,173.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87686,Seattle Beacon Hill,2020-10-03 13:00:00,0.2702,,8.24,10.0,6.0,,96.0,1.0,,57.0,318.0,,,,2020-10-03,,,99.84166666666665,,0.0,173.36231120477694,25.0,0.0,0.0,0.0,1.4285714285714286,0.0,7.773584905660377,173.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10765,Seattle 10th & Weller,2020-10-03 13:00:00,0.5515,10.76,,,14.0,,,,,59.0,277.0,,,4.1,2020-10-03,,,100.55833333333332,,0.0,173.73990165086056,54.077253218884124,0.0,0.0,0.0,0.0,10.150943396226415,0.0,174.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10766,Seattle 10th & Weller,2020-10-03 14:00:00,0.5912000000000001,12.52,,,9.0,,,,,59.0,272.0,,,3.0,2020-10-03,,,100.76249999999999,,0.0,173.84747102212856,37.5,0.0,0.0,0.0,0.0,11.81132075471698,0.0,174.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87687,Seattle Beacon Hill,2020-10-03 14:00:00,0.2552,,8.14,10.0,6.0,,96.0,1.0,,56.0,325.0,,,,2020-10-03,,,101.56666666666666,,0.0,174.27116262732702,25.0,0.0,0.0,0.0,1.4285714285714286,0.0,7.679245283018869,174.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87688,Seattle Beacon Hill,2020-10-03 15:00:00,0.2671,,13.08,10.0,10.0,,97.0,1.1,,56.0,305.0,,,,2020-10-03,,,102.57916666666665,0.9629624999999999,0.0,174.80461889708465,41.66666666666667,0.0,0.0,10.94275568181818,1.5714285714285716,0.0,12.339622641509434,175.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10767,Seattle 10th & Weller,2020-10-03 15:00:00,0.5596,16.05,,,16.0,,,,,59.0,259.0,,,3.1,2020-10-03,,,104.42083333333333,1.0080624999999999,0.0,175.77493853178785,58.36909871244635,0.0,0.0,11.45525568181818,0.0,15.141509433962264,0.0,176.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87689,Seattle Beacon Hill,2020-10-03 16:00:00,0.2691,,11.49,10.0,12.0,,99.0,0.9,,56.0,288.0,,,,2020-10-03,,,105.58333333333333,1.0213375,0.0,176.3874253600281,50.0,0.0,0.0,11.606107954545454,1.2857142857142858,0.0,10.839622641509434,176.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10768,Seattle 10th & Weller,2020-10-03 16:00:00,0.5337000000000001,20.46,,,16.0,,,,,58.0,254.0,,,2.7,2020-10-03,,,106.25,1.020275,0.0,176.7386722866175,58.36909871244635,0.0,0.0,11.59403409090909,0.0,19.30188679245283,0.0,177.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87690,Seattle Beacon Hill,2020-10-03 17:00:00,0.31539999999999996,,20.44,,10.0,,100.0,1.5,,55.0,273.0,,,,2020-10-03,,,106.64583333333333,0.9985625,0.0,176.94722514927994,41.66666666666667,0.0,0.0,11.347301136363637,2.142857142857143,0.0,19.28301886792453,177.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10769,Seattle 10th & Weller,2020-10-03 17:00:00,0.5982000000000001,21.44,,,13.0,,,,,57.0,270.0,,,2.6,2020-10-03,,,106.58749999999999,0.9719500000000001,0.0,176.91649104320337,51.93133047210301,0.0,0.0,11.044886363636364,0.0,20.226415094339625,0.0,177.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10770,Seattle 10th & Weller,2020-10-03 18:00:00,0.5832999999999999,18.08,,,14.0,,,,,56.0,284.0,,,2.7,2020-10-03,,,106.76666666666667,0.917925,0.0,177.01088865472428,54.077253218884124,0.0,0.0,10.430965909090908,0.0,17.056603773584904,0.0,177.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87691,Seattle Beacon Hill,2020-10-03 18:00:00,0.2771,,16.55,,6.0,,100.0,0.9,,55.0,277.0,,,,2020-10-03,,,106.8625,0.8414375,0.0,177.06138040042148,25.0,0.0,0.0,9.561789772727272,1.2857142857142858,0.0,15.613207547169813,177.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87692,Seattle Beacon Hill,2020-10-03 19:00:00,0.3008,,14.17,10.0,4.0,,100.0,0.9,,55.0,344.0,,,,2020-10-03,,,106.55833333333334,0.7941875,0.0,176.9011239901651,16.666666666666668,0.0,0.0,9.024857954545455,1.2857142857142858,0.0,13.367924528301886,177.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10771,Seattle 10th & Weller,2020-10-03 19:00:00,0.6203,17.72,,,12.0,,,,,56.0,259.0,,,2.1,2020-10-03,37.5,,105.94999999999999,0.7533875,0.0,176.58061116965226,50.0,0.0,34.72222222222222,8.56122159090909,0.0,16.71698113207547,0.0,177.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87694,Seattle Beacon Hill,2020-10-03 20:00:00,0.287,,11.66,10.0,6.0,,100.0,0.8,,55.0,153.0,,,,2020-10-03,45.0,,105.39583333333333,0.713075,0.0,176.28863716192484,25.0,0.0,41.666666666666664,8.103125,1.142857142857143,0.0,11.0,176.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10773,Seattle 10th & Weller,2020-10-03 20:00:00,0.48810000000000003,21.05,,,12.0,,,,,56.0,214.0,,,1.7,2020-10-03,47.5,,104.15833333333335,0.680025,0.0,175.63663505444327,50.0,0.0,43.98148148148148,7.727556818181818,0.0,19.858490566037737,0.0,176.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87695,Seattle Beacon Hill,2020-10-03 21:00:00,0.32939999999999997,,10.71,10.0,9.0,,100.0,0.8,,55.0,198.0,,,,2020-10-03,46.25,,102.35416666666667,0.6432625000000001,0.0,174.68607305936072,37.5,0.0,42.824074074074076,7.309801136363637,1.142857142857143,0.0,10.103773584905662,175.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10774,Seattle 10th & Weller,2020-10-03 21:00:00,0.3137,17.41,,,19.0,,,,,56.0,123.0,,,1.4,2020-10-03,43.75,,101.20416666666667,0.6115499999999999,0.0,174.08017211099403,64.8068669527897,0.0,40.50925925925926,6.949431818181817,0.0,16.42452830188679,0.0,174.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10775,Seattle 10th & Weller,2020-10-03 22:00:00,0.44730000000000003,15.99,,,17.0,,,,,56.0,195.0,,,1.9,2020-10-03,40.0,,99.44583333333334,0.5942875000000001,0.0,173.15375834211451,60.51502145922747,0.0,37.03703703703704,6.753267045454546,0.0,15.084905660377359,0.0,173.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87696,Seattle Beacon Hill,2020-10-03 22:00:00,0.3552,,12.7,10.0,8.0,,100.0,0.8,,55.0,240.0,,,,2020-10-03,37.5,,98.16666666666667,0.5704,0.0,172.47980330172112,33.333333333333336,0.0,34.72222222222222,6.4818181818181815,1.142857142857143,0.0,11.981132075471697,172.0,PM2.5FEM_SubIndex,PM2.5,Moderate
87697,Seattle Beacon Hill,2020-10-03 23:00:00,0.3477,,11.75,10.0,8.0,,100.0,0.8,,55.0,215.0,,,,2020-10-03,32.5,,97.71249999999999,0.553425,0.0,172.24051633298208,33.333333333333336,0.0,30.09259259259259,6.288920454545454,1.142857142857143,0.0,11.084905660377359,172.0,PM2.5FEM_SubIndex,PM2.5,Moderate
10776,Seattle 10th & Weller,2020-10-03 23:00:00,0.423,19.04,,,13.0,,,,,56.0,199.0,,,2.0,2020-10-03,30.0,,97.63749999999999,0.5362875,0.0,172.20100105374078,51.93133047210301,0.0,27.77777777777778,6.094176136363637,0.0,17.962264150943394,0.0,172.0,PM2.5FEM_SubIndex,PM2.5,Moderate
88473,Seattle Beacon Hill,2020-10-04 00:00:00,0.3526,,9.21,10.0,8.0,,100.0,0.8,,55.0,230.0,,,,2020-10-04,23.75,,96.61666666666667,0.5169125,0.0,171.6631541974008,33.333333333333336,0.0,21.99074074074074,5.874005681818182,1.142857142857143,0.0,8.68867924528302,172.0,PM2.5FEM_SubIndex,PM2.5,Moderate
11409,Seattle 10th & Weller,2020-10-04 00:00:00,0.4012,16.91,,,17.0,,,,,56.0,172.0,,,1.4,2020-10-04,21.25,,94.6375,0.4932875,0.0,170.62038988408852,60.51502145922747,0.0,19.675925925925927,5.605539772727273,0.0,15.952830188679245,0.0,171.0,PM2.5FEM_SubIndex,PM2.5,Moderate
82975,Seattle Beacon Hill,2021-10-13 16:00:00,0.2375,,6.06,20.0,7.0,,75.0,0.2,,51.0,179.0,,,,2021-10-13,38.75,95.04166666666667,,1.424225,170.83333333333334,0.0,29.166666666666668,0.0,35.87962962962963,16.184375,0.28571428571428575,0.0,5.716981132075471,171.0,PM2.5MO_SubIndex,PM2.5,Moderate
6906,Seattle 10th & Weller,2021-10-13 17:00:00,0.778,17.0,,,14.0,,,,,51.0,158.0,,,2.4,2021-10-13,38.75,99.375,,1.4457125,173.1164383561644,0.0,54.077253218884124,0.0,35.87962962962963,16.428551136363634,0.0,16.037735849056602,0.0,173.0,PM2.5MO_SubIndex,PM2.5,Moderate
82976,Seattle Beacon Hill,2021-10-13 17:00:00,0.2769,,9.28,20.0,5.0,,77.0,0.4,,50.0,152.0,,,,2021-10-13,38.75,103.0,,1.4148375,175.02634351949422,0.0,20.833333333333336,0.0,35.87962962962963,16.077698863636364,0.5714285714285715,0.0,8.754716981132075,175.0,PM2.5MO_SubIndex,PM2.5,Moderate
6907,Seattle 10th & Weller,2021-10-13 18:00:00,0.5952000000000001,17.4,,,11.0,,,,,50.0,152.0,,,1.9,2021-10-13,37.5,107.54166666666667,,1.3557,177.41921320688445,0.0,45.833333333333336,0.0,34.72222222222222,15.405681818181817,0.0,16.41509433962264,0.0,177.0,PM2.5MO_SubIndex,PM2.5,Moderate
82977,Seattle Beacon Hill,2021-10-13 18:00:00,0.2876,,13.41,20.0,6.0,,79.0,0.3,,50.0,136.0,,,,2021-10-13,35.0,112.45833333333333,,,180.0096592904812,0.0,25.0,0.0,32.407407407407405,0.0,0.42857142857142855,0.0,12.650943396226415,180.0,PM2.5MO_SubIndex,PM2.5,Moderate
82978,Seattle Beacon Hill,2021-10-13 19:00:00,0.3368,,24.97,10.0,8.0,,82.0,0.5,,50.0,151.0,,,,2021-10-13,32.5,117.33333333333333,,,182.57815244116614,0.0,33.333333333333336,0.0,30.09259259259259,0.0,0.7142857142857143,0.0,23.556603773584904,183.0,PM2.5MO_SubIndex,PM2.5,Moderate
6908,Seattle 10th & Weller,2021-10-13 19:00:00,0.6514,20.7,,,12.0,,,,,50.0,170.0,,,3.2,2021-10-13,30.0,121.70833333333333,,,184.88321039690902,0.0,50.0,0.0,27.77777777777778,0.0,0.0,19.528301886792452,0.0,185.0,PM2.5MO_SubIndex,PM2.5,Moderate
82980,Seattle Beacon Hill,2021-10-13 20:00:00,0.2373,,9.15,20.0,7.0,,87.0,0.4,,49.0,175.0,,,,2021-10-13,28.75,125.95833333333333,,,187.12240955391638,0.0,29.166666666666668,0.0,26.62037037037037,0.0,0.5714285714285715,0.0,8.632075471698114,187.0,PM2.5MO_SubIndex,PM2.5,Moderate
