"","X","index","Site","Date","CO","NO2","NO2_caps","ozone","PM2.5_MO","PM2.5_FEM","RH","SO2","Temperature","Temperature_10_m","Wind_Direction_s","Wind_Direction_v","Wind_Speed_p","Wind_Speed_s","X03_SubIndex","CO_SubIndex","PM2.5_1hrMO_SubIndex","PM2.5_1hrFEM_SubIndex","SO2_SubIndex","NO2_SubIndex","NO2_CAPS_SubIndex","AQI_calculated","AQI_calculated_where","AQI_Cause","AQI_bucket_calculated","Fremont.Bridge.Total","Fremont.Bridge.East.Sidewalk","Fremont.Bridge.West.Sidewalk","Spokane.St..Bridge.Total","West","East","precip_accum_one_hour_set_1","mPM","mNO2","AQ_cat"
"674",824,824,"Seattle 10th & Weller",2016-08-22,0.394529166666667,18.5925,NA,NA,NA,7.5125,NA,NA,NA,63.25,210.541666666667,NA,NA,4.85833333333333,0,4.48328598484848,0,31.3020833333333,0,17.5400943396226,0,31,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4292,1900,2392,1219,635,584,0,7.5125,18.5925,"less"
"675",825,825,"Seattle 10th & Weller",2016-08-23,0.386840909090909,17.0468181818182,NA,NA,NA,7.05909090909091,NA,NA,NA,67.6521739130435,182.826086956522,NA,NA,3.73913043478261,0,4.3959194214876,0,29.4128787878788,0,16.0819039451115,0,29,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4685,2125,2560,1333,677,656,0.03,7.05909090909091,17.0468181818182,"less"
"676",826,826,"Seattle 10th & Weller",2016-08-24,0.384966666666667,17.1061904761905,NA,NA,NA,7.39166666666667,NA,NA,NA,72.2083333333333,140.416666666667,NA,NA,3.60416666666667,0,4.37462121212121,0,30.7986111111111,0,16.1379155435759,0,31,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4623,2061,2562,1359,707,652,0,7.39166666666667,17.1061904761905,"less"
"677",827,827,"Seattle 10th & Weller",2016-08-25,0.4511,27.27125,NA,NA,NA,11.8545454545455,NA,NA,NA,75.8333333333333,210.5,NA,NA,3.67916666666667,0,5.12613636363636,0,49.3939393939394,0,25.7275943396226,0,49,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4382,2011,2371,1295,661,634,0,11.8545454545455,27.27125,"less"
"678",829,829,"Seattle 10th & Weller",2016-08-27,NA,14.8623076923077,NA,NA,NA,6.42083333333333,NA,NA,NA,65.3333333333333,202.833333333333,NA,NA,7.9125,0,0,0,26.7534722222222,0,14.0210449927431,0,27,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1733,857,876,522,269,253,0,6.42083333333333,14.8623076923077,"less"
"679",830,830,"Seattle 10th & Weller",2016-08-28,NA,NA,NA,NA,NA,6.275,NA,NA,NA,62.125,232.291666666667,NA,NA,3.95416666666667,0,0,0,26.1458333333333,0,0,0,26,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1535,775,760,534,271,263,0,6.275,NA,"less"
"680",831,831,"Seattle 10th & Weller",2016-08-29,NA,24.2507142857143,NA,NA,NA,11.375,NA,NA,NA,65.75,240,NA,NA,3.675,0,0,0,47.3958333333333,0,22.8780323450135,0,47,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4323,1985,2338,1184,609,575,0,11.375,24.2507142857143,"less"
"681",832,832,"Seattle 10th & Weller",2016-08-30,NA,17.7508333333333,NA,NA,NA,5.4125,NA,NA,NA,64.125,190.458333333333,NA,NA,6.71666666666667,0,0,0,22.5520833333333,0,16.7460691823899,0,23,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4392,2017,2375,1189,591,598,0,5.4125,17.7508333333333,"less"
"682",833,833,"Seattle 10th & Weller",2016-08-31,NA,18.5664705882353,NA,NA,NA,7.36086956521739,NA,NA,NA,63.625,176.75,NA,NA,5.73333333333333,0,0,0,30.6702898550725,0,17.515538290788,0,31,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3606,1625,1981,901,458,443,0.386666667,7.36086956521739,18.5664705882353,"less"
"683",834,834,"Seattle 10th & Weller",2016-09-01,NA,19.15625,NA,NA,NA,6.77083333333333,NA,NA,NA,61.5416666666667,180.666666666667,NA,NA,6.67916666666667,0,0,0,28.2118055555556,0,18.0719339622642,0,28,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3340,1462,1878,923,458,465,0.06,6.77083333333333,19.15625,"less"
"684",835,835,"Seattle 10th & Weller",2016-09-02,NA,16.25875,NA,NA,NA,5.64583333333333,NA,NA,NA,61.0416666666667,205.25,NA,NA,6.96666666666667,0,0,0,23.5243055555556,0,15.3384433962264,0,24,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",2120,949,1171,572,288,284,5.107,5.64583333333333,16.25875,"less"
"685",836,836,"Seattle 10th & Weller",2016-09-03,NA,14.4558333333333,NA,NA,NA,5.49583333333333,NA,NA,NA,59.6666666666667,206.375,NA,NA,4.65416666666667,0,0,0,22.8993055555556,0,13.6375786163522,0,23,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1358,714,644,332,171,161,0,5.49583333333333,14.4558333333333,"less"
"686",837,837,"Seattle 10th & Weller",2016-09-04,NA,20.1225,NA,NA,NA,7.97083333333333,NA,NA,NA,59.7916666666667,205.625,NA,NA,3.06666666666667,0,0,0,33.2118055555556,0,18.9834905660377,0,33,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1784,967,817,649,338,311,0,7.97083333333333,20.1225,"less"
"687",838,838,"Seattle 10th & Weller",2016-09-05,NA,11.2191666666667,NA,NA,NA,5.18333333333333,NA,NA,NA,59.4166666666667,204.375,NA,NA,5.70416666666667,0,0,0,21.5972222222222,0,10.5841194968553,0,22,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1516,788,728,485,244,241,0,5.18333333333333,11.2191666666667,"less"
"688",839,839,"Seattle 10th & Weller",2016-09-06,NA,19.6070833333333,NA,NA,NA,8.07083333333333,NA,NA,NA,59.8333333333333,198,NA,NA,2.84166666666667,0,0,0,33.6284722222222,0,18.497248427673,0,34,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",2895,1340,1555,751,362,389,8.588690476,8.07083333333333,19.6070833333333,"less"
"689",840,840,"Seattle 10th & Weller",2016-09-07,NA,20.2506666666667,NA,NA,NA,8.05909090909091,NA,NA,NA,61.2083333333333,212.458333333333,NA,NA,4.98333333333333,0,0,0,33.5795454545455,0,19.1044025157233,0,34,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3299,1509,1790,1044,503,541,0.583333333,8.05909090909091,20.2506666666667,"less"
"690",841,841,"Seattle 10th & Weller",2016-09-08,NA,18.1933333333333,NA,NA,NA,7.36666666666667,NA,NA,NA,62.125,198.333333333333,NA,NA,4.125,0,0,0,30.6944444444444,0,17.1635220125786,0,31,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3710,1700,2010,1013,499,514,1.038952381,7.36666666666667,18.1933333333333,"less"
"691",842,842,"Seattle 10th & Weller",2016-09-09,0.682366666666667,22.357,NA,NA,NA,10.1958333333333,NA,NA,NA,61.7083333333333,188.166666666667,NA,NA,3.12916666666667,0,7.75416666666667,0,42.4826388888889,0,21.0915094339623,0,42,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3938,1802,2136,1040,521,519,0,10.1958333333333,22.357,"less"
"692",843,843,"Seattle 10th & Weller",2016-09-10,0.395320833333333,18.64375,NA,NA,NA,9.5875,NA,NA,NA,63.75,136.041666666667,NA,NA,3.55833333333333,0,4.4922821969697,0,39.9479166666667,0,17.5884433962264,0,40,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",2197,1097,1100,689,341,348,0,9.5875,18.64375,"less"
"693",844,844,"Seattle 10th & Weller",2016-09-11,0.0816,12.6917391304348,NA,NA,NA,7.41666666666667,NA,NA,NA,60.8333333333333,189.916666666667,NA,NA,3.8625,0,0.927272727272727,0,30.9027777777778,0,11.973338802297,0,31,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1687,812,875,432,221,211,0,7.41666666666667,12.6917391304348,"less"
"694",845,845,"Seattle 10th & Weller",2016-09-12,NA,13.5995833333333,NA,NA,NA,6.02916666666667,NA,NA,NA,62.6666666666667,174.25,NA,NA,4.44583333333333,0,0,0,25.1215277777778,0,12.8297955974843,0,25,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4243,1918,2325,1252,608,644,0,6.02916666666667,13.5995833333333,"less"
"695",846,846,"Seattle 10th & Weller",2016-09-13,NA,20.9120833333333,NA,NA,NA,7.82083333333333,NA,NA,NA,64.2916666666667,167.583333333333,NA,NA,3.37916666666667,0,0,0,32.5868055555556,0,19.7283805031447,0,33,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4561,2030,2531,1358,671,687,0,7.82083333333333,20.9120833333333,"less"
"696",850,850,"Seattle 10th & Weller",2016-09-17,NA,14.7875,NA,NA,NA,5.52916666666667,NA,NA,NA,60.6666666666667,201.916666666667,NA,NA,7.94166666666667,0,0,0,23.0381944444444,0,13.9504716981132,0,23,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",921,459,462,386,261,125,3.791261905,5.52916666666667,14.7875,"less"
"697",851,851,"Seattle 10th & Weller",2016-09-18,NA,13.91,NA,NA,NA,6.9625,NA,NA,NA,61.2083333333333,196.375,NA,NA,5.08333333333333,0,0,0,29.0104166666667,0,13.122641509434,0,29,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1693,850,843,482,246,236,1.05625,6.9625,13.91,"less"
"698",852,852,"Seattle 10th & Weller",2016-09-19,NA,19.36,NA,NA,NA,7.5125,NA,NA,NA,60.5833333333333,180.125,NA,NA,7.24166666666667,0,0,0,31.3020833333333,0,18.2641509433962,0,31,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3073,1423,1650,853,414,439,2.624666667,7.5125,19.36,"less"
"699",853,853,"Seattle 10th & Weller",2016-09-20,NA,16.8770833333333,NA,NA,NA,7.37272727272727,NA,NA,NA,57.7083333333333,156.125,NA,NA,3.7125,0,0,0,30.719696969697,0,15.9217767295598,0,31,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4279,1893,2386,1161,552,609,0,7.37272727272727,16.8770833333333,"less"
"700",854,854,"Seattle 10th & Weller",2016-09-21,NA,14.7925,NA,NA,NA,7.00833333333333,NA,NA,NA,53,149.227272727273,NA,NA,3.51363636363636,0,0,0,29.2013888888889,0,13.9551886792453,0,29,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4089,1820,2269,1283,615,668,0,7.00833333333333,14.7925,"less"
"701",855,855,"Seattle 10th & Weller",2016-09-22,NA,18.8504166666667,NA,NA,NA,9.69583333333333,NA,NA,NA,60.6153846153846,176.04347826087,NA,NA,4.60869565217391,0,0,0,40.3993055555556,0,17.7834119496855,0,40,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4292,1917,2375,1180,575,605,0,9.69583333333333,18.8504166666667,"less"
"702",856,856,"Seattle 10th & Weller",2016-09-23,NA,18.69625,NA,NA,NA,7.2125,NA,NA,NA,57.4166666666667,176.708333333333,NA,NA,6.87916666666667,0,0,0,30.0520833333333,0,17.6379716981132,0,30,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",2719,1200,1519,726,351,375,0.525714286,7.2125,18.69625,"less"
"703",857,857,"Seattle 10th & Weller",2016-09-24,NA,23.3545833333333,NA,NA,NA,8.37083333333333,NA,NA,NA,59.5833333333333,227.416666666667,NA,NA,3.3625,0,0,0,34.8784722222222,0,22.0326257861635,0,35,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1710,915,795,427,220,207,0,8.37083333333333,23.3545833333333,"less"
"704",858,858,"Seattle 10th & Weller",2016-09-25,NA,23.2529166666667,NA,NA,NA,11.4208333333333,NA,NA,NA,63.5833333333333,202.666666666667,NA,NA,3.24166666666667,0,0,0,47.5868055555556,0,21.936713836478,0,48,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1673,808,865,593,299,294,0,11.4208333333333,23.2529166666667,"less"
"705",859,859,"Seattle 10th & Weller",2016-09-26,NA,16.975,NA,NA,NA,8.68333333333333,NA,NA,NA,64.1666666666667,134.541666666667,NA,NA,3.46666666666667,0,0,0,36.1805555555556,0,16.0141509433962,0,36,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4382,1998,2384,1219,603,616,0,8.68333333333333,16.975,"less"
"706",860,860,"Seattle 10th & Weller",2016-09-27,NA,12.8958333333333,NA,NA,NA,4.165,NA,NA,NA,61.7916666666667,176.625,NA,NA,4.89583333333333,0,0,0,17.3541666666667,0,12.1658805031447,0,17,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4182,1887,2295,1185,591,594,0.773333333,4.165,12.8958333333333,"less"
"707",861,861,"Seattle 10th & Weller",2016-09-28,NA,14.2090909090909,NA,NA,NA,8.26086956521739,NA,NA,NA,58.1666666666667,56.125,NA,NA,3.40416666666667,0,0,0,34.4202898550725,0,13.4048027444254,0,34,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",4313,1952,2361,1227,609,618,0,8.26086956521739,14.2090909090909,"less"
"708",862,862,"Seattle 10th & Weller",2016-09-29,NA,18.5270833333333,NA,NA,NA,8.6625,NA,NA,NA,57.1666666666667,138.291666666667,NA,NA,3.15416666666667,0,0,0,36.09375,0,17.4783805031447,0,36,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3993,1776,2217,1122,536,586,0,8.6625,18.5270833333333,"less"
"709",864,864,"Seattle 10th & Weller",2016-10-01,NA,15.355,NA,NA,NA,7.475,NA,NA,NA,55.0416666666667,145.083333333333,NA,NA,4.19583333333333,0,0,0,31.1458333333333,0,14.4858490566038,0,31,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1076,544,532,270,134,136,1.565,7.475,15.355,"less"
"710",865,865,"Seattle 10th & Weller",2016-10-02,NA,NA,NA,NA,NA,8.05833333333333,NA,NA,NA,56.1666666666667,185.416666666667,NA,NA,2.725,0,0,0,33.5763888888889,0,0,0,34,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1586,785,801,450,221,229,0.48,8.05833333333333,NA,"less"
"711",866,866,"Seattle 10th & Weller",2016-10-03,NA,22.86875,NA,NA,NA,8.58333333333333,NA,NA,NA,55.75,193.958333333333,NA,NA,5.60416666666667,0,0,0,35.7638888888889,0,21.5742924528302,0,36,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3715,1637,2078,1041,500,541,0,8.58333333333333,22.86875,"less"
"712",867,867,"Seattle 10th & Weller",2016-10-04,NA,17.08,NA,NA,NA,6.85,NA,NA,NA,55.5416666666667,161,NA,NA,5.73333333333333,0,0,0,28.5416666666667,0,16.1132075471698,0,29,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",2981,1391,1590,772,394,378,3.067666666,6.85,17.08,"less"
"713",868,868,"Seattle 10th & Weller",2016-10-05,NA,24.2095454545455,NA,NA,NA,7.41363636363636,NA,NA,NA,58,185.375,NA,NA,3.27083333333333,0,0,0,30.8901515151515,0,22.8391938250429,0,31,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3460,1538,1922,868,418,450,2.02,7.41363636363636,24.2095454545455,"less"
"714",869,869,"Seattle 10th & Weller",2016-10-06,NA,22.2029166666667,NA,NA,NA,9.65833333333333,NA,NA,NA,56.5416666666667,185.5,NA,NA,6.33333333333333,0,0,0,40.2430555555556,0,20.9461477987421,0,40,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3280,1444,1836,842,393,449,0.09,9.65833333333333,22.2029166666667,"less"
"715",870,870,"Seattle 10th & Weller",2016-10-07,NA,22.5666666666667,NA,NA,NA,10.6,NA,NA,NA,57.5,191.375,NA,NA,8.125,0,0,0,44.1666666666667,0,21.2893081761006,0,44,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",2495,1105,1390,635,309,326,8.552861111,10.6,22.5666666666667,"less"
"716",871,871,"Seattle 10th & Weller",2016-10-08,NA,10.4491666666667,NA,NA,NA,NA,NA,NA,NA,58.25,164.25,NA,NA,8.05416666666667,0,0,0,0,0,9.85770440251572,0,10,"NO2_SubIndex","NO2","Good",700,372,328,169,97,72,4.914047621,NA,10.4491666666667,"less"
"717",872,872,"Seattle 10th & Weller",2016-10-09,NA,12.36125,NA,NA,NA,NA,NA,NA,NA,52.375,141.583333333333,NA,NA,3.2375,0,0,0,0,0,11.6615566037736,0,12,"NO2_SubIndex","NO2","Good",1077,530,547,268,140,128,7.473452382,NA,12.36125,"less"
"718",873,873,"Seattle 10th & Weller",2016-10-10,NA,20.82,NA,NA,NA,4.21666666666667,NA,NA,NA,51.9166666666667,263.416666666667,NA,NA,4.39166666666667,0,0,0,17.5694444444444,0,19.6415094339623,0,20,"NO2_SubIndex","NO2","Good",3598,1608,1990,891,442,449,1.401904762,4.21666666666667,20.82,"less"
"719",874,874,"Seattle 10th & Weller",2016-10-11,NA,17.3466666666667,NA,NA,NA,5.85652173913043,NA,NA,NA,52.3333333333333,101.041666666667,NA,NA,3.21666666666667,0,0,0,24.4021739130435,0,16.3647798742138,0,24,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3999,1796,2203,1156,560,596,0,5.85652173913043,17.3466666666667,"less"
"720",875,875,"Seattle 10th & Weller",2016-10-12,NA,32.0381818181818,NA,NA,NA,10.65,NA,NA,NA,53.7916666666667,158.625,NA,NA,2.775,0,0,0,44.375,0,30.2246998284734,0,44,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3880,1702,2178,1031,477,554,0,10.65,32.0381818181818,"less"
"721",876,876,"Seattle 10th & Weller",2016-10-13,NA,15.61,NA,NA,NA,4.725,NA,NA,NA,53.8333333333333,111.375,NA,NA,4.39166666666667,0,0,0,19.6875,0,14.7264150943396,0,20,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1477,675,802,387,187,200,16.139907647,4.725,15.61,"less"
"722",877,877,"Seattle 10th & Weller",2016-10-14,NA,16.1775,NA,NA,NA,3.35217391304348,NA,NA,NA,54.2083333333333,178.791666666667,NA,NA,10.7791666666667,0,0,0,13.9673913043478,0,15.2617924528302,0,15,"NO2_SubIndex","NO2","Good",942,457,485,226,107,119,34.757266234,3.35217391304348,16.1775,"less"
"723",878,878,"Seattle 10th & Weller",2016-10-15,NA,8.82666666666667,NA,NA,NA,1.95263157894737,NA,NA,NA,53.2916666666667,125,NA,NA,6.85,0,0,0,8.1359649122807,0,8.32704402515723,0,8,"NO2_SubIndex","NO2","Good",292,141,151,75,36,39,16.981078755,1.95263157894737,8.82666666666667,"less"
"724",879,879,"Seattle 10th & Weller",2016-10-16,NA,15.6004166666667,NA,NA,NA,3.02173913043478,NA,NA,NA,53.0833333333333,174.291666666667,NA,NA,4.40833333333333,0,0,0,12.5905797101449,0,14.7173742138365,0,15,"NO2_SubIndex","NO2","Good",489,255,234,98,47,51,11.320238096,3.02173913043478,15.6004166666667,"less"
"725",880,880,"Seattle 10th & Weller",2016-10-17,NA,21.4366666666667,NA,NA,NA,3.90833333333333,NA,NA,NA,54.125,188.208333333333,NA,NA,7.81666666666667,0,0,0,16.2847222222222,0,20.2232704402516,0,20,"NO2_SubIndex","NO2","Good",2798,1240,1558,688,349,339,9.089166666,3.90833333333333,21.4366666666667,"less"
"726",881,881,"Seattle 10th & Weller",2016-10-18,NA,20.32375,NA,NA,NA,4.2,NA,NA,NA,53.2083333333333,182.125,NA,NA,7.05,0,0,0,17.5,0,19.1733490566038,0,19,"NO2_SubIndex","NO2","Good",2989,1386,1603,784,378,406,2.946595237,4.2,20.32375,"less"
"727",882,882,"Seattle 10th & Weller",2016-10-19,NA,24.3118181818182,NA,NA,NA,8.09166666666667,NA,NA,NA,52,176.5,NA,NA,2.44583333333333,0,0,0,33.7152777777778,0,22.9356775300172,0,34,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3486,1581,1905,926,439,487,0,8.09166666666667,24.3118181818182,"less"
"728",883,883,"Seattle 10th & Weller",2016-10-20,NA,29.1133333333333,NA,NA,NA,7.25714285714286,NA,NA,NA,54.9583333333333,182.416666666667,NA,NA,4.19583333333333,0,0,0,30.2380952380952,0,27.4654088050314,0,30,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",2010,913,1097,562,273,289,24.100476191,7.25714285714286,29.1133333333333,"less"
"729",884,884,"Seattle 10th & Weller",2016-10-21,NA,23.1373913043478,NA,NA,NA,6.59583333333333,NA,NA,NA,53.0416666666667,157,NA,NA,4.00416666666667,0,0,0,27.4826388888889,0,21.8277276456112,0,27,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",2759,1243,1516,693,335,358,0,6.59583333333333,23.1373913043478,"less"
"730",885,885,"Seattle 10th & Weller",2016-10-22,NA,27.0595833333333,NA,NA,NA,7.875,NA,NA,NA,53.375,196.041666666667,NA,NA,2.875,0,0,0,32.8125,0,25.5279088050314,0,33,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1510,759,751,537,266,271,0.703333333,7.875,27.0595833333333,"less"
"731",886,886,"Seattle 10th & Weller",2016-10-23,NA,15.3790909090909,NA,NA,NA,7.13333333333333,NA,NA,NA,55.5,147,NA,NA,2.65,0,0,0,29.7222222222222,0,14.508576329331,0,30,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1109,545,564,333,169,164,3.82,7.13333333333333,15.3790909090909,"less"
"732",887,887,"Seattle 10th & Weller",2016-10-24,NA,23.8457142857143,NA,NA,NA,9.47826086956522,NA,NA,NA,54.7083333333333,179.958333333333,NA,NA,3.7375,0,0,0,39.4927536231884,0,22.4959568733154,0,39,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",2996,1343,1653,797,382,415,0.03,9.47826086956522,23.8457142857143,"less"
"733",888,888,"Seattle 10th & Weller",2016-10-25,NA,18.4016666666667,NA,NA,NA,3.325,NA,NA,NA,57.1666666666667,126.416666666667,NA,NA,5.8,0,0,0,13.8541666666667,0,17.3600628930818,0,17,"NO2_SubIndex","NO2","Good",3380,1525,1855,911,439,472,1.9,3.325,18.4016666666667,"less"
"734",889,889,"Seattle 10th & Weller",2016-10-26,NA,25.1095454545455,NA,NA,NA,5.5875,NA,NA,NA,54.6666666666667,143.208333333333,NA,NA,3.47083333333333,0,0,0,23.28125,0,23.6882504288165,0,24,"NO2_SubIndex","NO2","Good",1935,842,1093,490,244,246,13.828125207,5.5875,25.1095454545455,"less"
"735",890,890,"Seattle 10th & Weller",2016-10-27,NA,24.1125,NA,NA,NA,5.21304347826087,NA,NA,NA,54.5,147.458333333333,NA,NA,3.99583333333333,0,0,0,21.7210144927536,0,22.747641509434,0,23,"NO2_SubIndex","NO2","Good",2817,1265,1552,697,337,360,8.392838384,5.21304347826087,24.1125,"less"
"736",891,891,"Seattle 10th & Weller",2016-10-28,0.560515384615385,21.3308695652174,NA,NA,NA,6.125,NA,NA,NA,56.3333333333333,120.916666666667,NA,NA,2.84166666666667,0,6.36949300699301,0,25.5208333333333,0,20.1234618539787,0,26,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3202,1500,1702,789,384,405,1.25,6.125,21.3308695652174,"less"
"737",892,892,"Seattle 10th & Weller",2016-10-29,0.482116666666667,23.5766666666667,NA,NA,NA,8.27083333333333,NA,NA,NA,53.4166666666667,134.5,NA,NA,2.175,0,5.47859848484848,0,34.4618055555556,0,22.2421383647799,0,34,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",788,381,407,188,100,88,3.684666667,8.27083333333333,23.5766666666667,"less"
"738",893,893,"Seattle 10th & Weller",2016-10-30,0.401895833333333,15.705,NA,NA,NA,6.0125,NA,NA,NA,49.4166666666667,123.5,NA,NA,2.27916666666667,0,4.56699810606061,0,25.0520833333333,0,14.8160377358491,0,25,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",859,417,442,275,136,139,0.28,6.0125,15.705,"less"
"739",894,894,"Seattle 10th & Weller",2016-10-31,0.248633333333333,18.0354166666667,NA,NA,NA,4.175,NA,NA,NA,52.5833333333333,137.291666666667,NA,NA,6.78333333333333,0,2.82537878787879,0,17.3958333333333,0,17.0145440251572,0,17,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",2198,942,1256,567,279,288,10.407694444,4.175,18.0354166666667,"less"
"740",895,895,"Seattle 10th & Weller",2016-11-01,0.402785714285714,25.7038095238095,NA,NA,NA,5.51666666666667,NA,NA,NA,52.5833333333333,183.166666666667,NA,NA,4.84583333333333,0,4.57711038961039,0,22.9861111111111,0,24.2488769092543,0,24,"NO2_SubIndex","NO2","Good",2500,1114,1386,663,318,345,8.843448413,5.51666666666667,25.7038095238095,"less"
"741",896,896,"Seattle 10th & Weller",2016-11-02,0.529033333333333,24.7385714285714,NA,NA,NA,6.52608695652174,NA,NA,NA,53.0416666666667,139.916666666667,NA,NA,3.0625,0,6.01174242424242,0,27.1920289855072,0,23.3382749326146,0,27,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",2453,1063,1390,584,292,292,6.14647619,6.52608695652174,24.7385714285714,"less"
"742",897,897,"Seattle 10th & Weller",2016-11-03,0.722566666666667,28.7458333333333,NA,NA,NA,10.3041666666667,NA,NA,NA,55.4166666666667,154.75,NA,NA,2.72916666666667,0,8.21098484848485,0,42.9340277777778,0,27.1187106918239,0,43,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3635,1570,2065,1011,503,508,4.232796537,10.3041666666667,28.7458333333333,"less"
"743",899,899,"Seattle 10th & Weller",2016-11-05,0.460566666666667,20.4470833333333,NA,NA,NA,6.92916666666667,NA,NA,NA,55.4166666666667,164.666666666667,NA,NA,3.91666666666667,0,5.23371212121212,0,28.8715277777778,0,19.2897012578616,0,29,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",439,245,194,116,67,49,14.097158731,6.92916666666667,20.4470833333333,"less"
"744",900,900,"Seattle 10th & Weller",2016-11-06,0.4496,17.15,NA,NA,NA,3.91666666666667,NA,NA,NA,54.2083333333333,162.166666666667,NA,NA,4.25833333333333,0,5.10909090909091,0,16.3194444444444,0,16.1792452830189,0,16,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",1509,765,744,534,272,262,8.354802632,3.91666666666667,17.15,"less"
"745",901,901,"Seattle 10th & Weller",2016-11-07,0.796533333333333,27.1779166666667,NA,NA,NA,9.97083333333333,NA,NA,NA,56.4583333333333,157.375,NA,NA,2.05416666666667,0,9.05151515151515,0,41.5451388888889,0,25.6395440251572,0,42,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3243,1400,1843,864,415,449,1.569047619,9.97083333333333,27.1779166666667,"less"
"746",902,902,"Seattle 10th & Weller",2016-11-08,0.7444,28.1770833333333,NA,NA,NA,11.2958333333333,NA,NA,NA,60.625,160.791666666667,NA,NA,2.84166666666667,0,8.45909090909091,0,47.0659722222222,0,26.5821540880503,0,47,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",3947,1793,2154,1143,551,592,0,11.2958333333333,28.1770833333333,"less"
"747",903,903,"Seattle 10th & Weller",2016-11-09,0.651230769230769,23.6094736842105,NA,NA,NA,7.6625,NA,NA,NA,58.0833333333333,137.166666666667,NA,NA,3.34166666666667,0,7.40034965034965,0,31.9270833333333,0,22.2730883813307,0,32,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",2782,1234,1548,801,397,404,5.013252525,7.6625,23.6094736842105,"less"
"748",906,906,"Seattle 10th & Weller",2016-11-12,0.379175,15.2425,NA,NA,NA,7.375,NA,NA,NA,55.875,180.458333333333,NA,NA,8.72916666666667,0,4.30880681818182,0,30.7291666666667,0,14.3797169811321,0,31,"PM2.5_1hrFEM_SubIndex","PM2.5","Good",881,431,450,165,85,80,2.530666667,7.375,15.2425,"less"
