,Date,CO,NO2,NO2_caps,ozone,PM2.5_MO,PM2.5_FEM,RH,SO2,Temperature,Temperature_10_m,Wind_Direction_s,Wind_Direction_v,Wind_Speed_p,Wind_Speed_s,Ozone_8hr_avg,PM2.5_MO_24hr_avg,PM2.5_FEM_24hr_avg,CO_8hr_avg,PM2.5MO_SubIndex,PM2.5FEM_SubIndex,PM2.5_1hrMO_SubIndex,PM2.5_1hrFEM_SubIndex,03_SubIndex,CO_SubIndex,SO2_SubIndex,NO2_SubIndex,NO2_CAPS_SubIndex,AQI_calculated,Fremont Bridge Total,Fremont Bridge East Sidewalk,Fremont Bridge West Sidewalk,Spokane St. Bridge Total,West,East,time_hour,time_yr,DOW,precip_accum_one_hour_set_1
18,2012-01-19,,,,18.75,,4.7124999999999995,99.04166666666667,,26.958333333333332,,,43.5,1.5666666666666667,,,,5.415277777777778,,0.0,22.56365740740741,0.0,19.533857892226994,0.0,0.0,0.0,0.0,0.0,22.541666666666668,,,,,,,,,,24.5
19,2012-01-20,,,,20.0,,16.962500000000002,98.83333333333333,,35.625,,,122.33333333333333,3.0541666666666667,,,,6.507291666666667,,0.0,27.113715277777782,0.0,54.519626251788274,0.0,0.0,0.0,0.0,0.0,27.0,,,,,,,,,,8.133333334
20,2012-01-21,,,,28.75,,2.5500000000000003,86.125,,41.125,,,193.79166666666666,8.4,,,,8.538715277777778,0.5120961726190476,0.0,35.577980324074076,0.0,10.625,0.0,4.849395574044011,0.0,0.0,0.0,35.583333333333336,,,,,,,,,,9.83
21,2012-01-22,,,,26.956521739130434,,3.1318181818181823,82.91666666666667,,40.125,,,152.25,5.3374999999999995,,,,6.389991628238911,0.5116830009920635,0.0,26.62496511766213,0.0,11.961805555555557,0.0,5.8145795567279945,0.0,0.0,0.0,26.708333333333332,,,,,,,,,,3.395
22,2012-01-23,,,,16.0,,6.8625,78.66666666666667,,40.875,,,164.875,4.245833333333334,,,,6.537785855448899,0.5260701488095237,0.0,27.240774397703746,0.0,28.593750000000004,0.0,5.978069872835498,0.0,0.0,0.0,27.25,,,,,,,,,,2.2600000000000002
23,2012-01-24,,,,20.0,,5.666666666666667,89.625,,42.541666666666664,,,175.5,5.675,,,,8.1875,0.40303072916666666,0.0,34.114583333333336,0.0,23.38325584167859,0.0,4.579894649621212,0.0,0.0,0.0,34.166666666666664,,,,,,,,,,4.12
24,2012-01-25,,,,23.75,,5.933333333333334,82.66666666666667,,43.625,,,195.29166666666666,7.8125,,,,6.538368055555555,0.35830869047619046,0.0,27.24320023148148,0.0,24.629083214115408,0.0,4.0716896645021645,0.0,0.0,0.0,27.208333333333332,,,,,,,,,,7.511666667
25,2012-01-26,,,,24.0,,3.970833333333333,86.0,,41.125,,,155.66666666666666,5.316666666666666,,,,5.410243055555555,0.5762558234126984,0.0,22.54267939814815,0.0,16.54513888888889,0.0,6.548361629689754,0.0,0.0,0.0,22.583333333333332,,,,,,,,,,7.955
26,2012-01-27,,,,14.615384615384615,,9.07,82.0,,36.333333333333336,,,125.79166666666667,2.1374999999999997,,,,6.571006944444445,0.4398775446428571,0.0,27.37919560185185,0.0,30.808446590367193,0.0,4.998608461850649,0.0,0.0,0.0,27.291666666666668,,,,,,,,,,0.0
27,2012-01-28,,,,10.0,,15.370833333333332,70.95833333333333,,39.458333333333336,,,148.75,3.6999999999999997,,,,7.618621678743961,0.5807416021825397,0.0,31.744256994766506,0.0,54.698907328727564,0.0,6.599336388437951,0.0,0.0,0.0,31.75,,,,,,,,,,0.12
28,2012-01-29,,,,20.0,,10.341666666666667,92.875,,46.041666666666664,,,189.58333333333334,5.441666666666666,,,,7.678138724198507,0.48914894841269846,0.0,31.992244684160443,0.0,32.41969740327325,0.0,5.558510777417027,0.0,0.0,0.0,32.041666666666664,,,,,,,,,,14.675
29,2012-01-30,,,,27.727272727272727,,2.591666666666667,88.25,,45.166666666666664,,,194.91666666666666,5.016666666666667,,,,5.063715277777778,0.3716079265873016,0.0,21.09881365740741,0.0,10.798611111111112,0.0,4.222817347582972,0.0,0.0,0.0,21.041666666666668,,,,,,,,,,11.795833333
30,2012-01-31,,,,23.91304347826087,,4.25,80.58333333333333,,45.333333333333336,,,176.54166666666666,4.541666666666667,,,,5.518402777777777,0.3777494791666667,0.0,22.99334490740741,0.0,17.708333333333332,0.0,4.292607717803031,0.0,0.0,0.0,22.916666666666668,,,,,,,,,,0.8200000000000001
31,2012-02-01,,,,14.444444444444445,,5.233333333333333,97.33333333333333,,42.666666666666664,,,180.66666666666666,2.9250000000000003,,,,5.843055555555556,0.451125,0.0,24.34606481481482,0.0,21.805555555555557,0.0,5.126420454545454,0.0,0.0,0.0,24.416666666666668,,,,,,,,,,11.915000000000001
32,2012-02-02,,,,10.0,,5.4,76.3076923076923,,43.07692307692308,,,34.76923076923077,3.3846153846153846,,,,6.073076923076924,0.4311428937728938,0.0,25.304487179487182,0.0,22.5,0.0,4.899351065601065,0.0,0.0,0.0,25.23076923076923,,,,,,,,,,0.0
33,2012-02-03,,,,26.428571428571427,,6.1875,52.208333333333336,,47.208333333333336,,,203.95833333333334,5.116666666666666,,,,7.542881944444445,0.5232129761904761,0.0,31.42867476851852,0.0,24.432001072961373,0.0,5.9456020021645015,0.0,0.0,0.0,31.458333333333332,,,,,,,,,,0.0
34,2012-02-04,,,,30.555555555555557,,4.895833333333333,46.333333333333336,,48.291666666666664,,,183.91666666666666,4.625,,,,6.048263888888889,0.5767959722222221,0.0,25.201099537037038,0.0,19.935175250357656,0.0,6.554499684343433,0.0,0.0,0.0,25.291666666666668,,,,,,,,,,0.0
35,2012-02-05,,,,16.428571428571427,,9.091666666666667,62.583333333333336,,45.208333333333336,,,186.58333333333334,3.0875,,,,8.298611111111112,0.5254099007936508,0.0,34.5775462962963,0.0,36.606908679065334,0.0,5.970567054473304,0.0,0.0,0.0,34.583333333333336,,,,,,,,,,0.0
36,2012-02-06,,,,18.571428571428573,,9.991666666666667,61.0,,45.833333333333336,,,238.58333333333334,2.8000000000000003,,,,7.5062500000000005,0.4869792410714285,0.0,31.276041666666668,0.0,39.447573915116834,0.0,5.533855012175324,0.0,0.0,0.0,31.291666666666668,,,,,,,,,,0.0
37,2012-02-07,,,,29.333333333333332,,6.4624999999999995,44.833333333333336,,49.833333333333336,,,226.70833333333334,4.341666666666667,,,,4.402604166666666,0.3995215029761905,0.0,18.34418402777778,0.0,26.64028969957082,0.0,4.540017079274891,0.0,0.0,0.0,18.291666666666668,,,,,,,,,,0.0
38,2012-02-08,,,,15.238095238095237,,5.883333333333333,88.54166666666667,,46.041666666666664,,,143.70833333333334,3.3874999999999997,,,,3.722395833333333,0.41674374999999997,0.0,15.509982638888891,0.0,24.51388888888889,0.0,4.7357244318181815,0.0,0.0,0.0,15.375,,,,,,,,,,2.746666667
39,2012-02-09,,,,10.0,,5.879166666666666,94.08333333333333,,46.875,,,121.70833333333333,2.529166666666667,,,,4.715104166666666,0.4834313194444444,0.0,19.64626736111111,0.0,24.496527777777782,0.0,5.493537720959595,0.0,0.0,0.0,19.541666666666668,,,,,,,,,,2.71
40,2012-02-10,,,,19.0,,6.029166666666666,88.20833333333333,,48.25,,,150.04166666666666,3.9416666666666664,,,,6.2828124999999995,0.4339141130952381,0.0,26.178385416666668,0.0,25.121527777777782,0.0,4.109035161886724,0.0,0.0,0.0,26.083333333333332,,,,,,,,,,0.74
41,2012-02-11,,,,23.47826086956522,,3.891666666666667,87.58333333333333,,45.208333333333336,,,171.875,4.1125,,,,9.932324604743082,,0.0,41.09159602238564,0.0,16.21527777777778,0.0,0.0,0.0,0.0,0.0,41.125,,,,,,,,,,2.21
42,2012-02-12,,,,18.94736842105263,,7.270833333333333,84.58333333333333,,43.875,,,208.20833333333334,2.341666666666667,,,,9.864360315107598,,0.0,40.92620798127525,0.0,30.117802217453505,0.0,0.0,0.0,0.0,0.0,40.916666666666664,,,,,,,,,,0.53
43,2012-02-13,,,,12.857142857142858,,7.1695652173913045,95.26086956521739,,42.65217391304348,,,192.8695652173913,2.9869565217391307,,,,5.163768115942029,,0.0,21.515700483091788,0.0,29.79357156185856,0.0,0.0,0.0,0.0,0.0,21.608695652173914,,,,,,,,,,10.61
44,2012-02-14,,,,16.666666666666668,,4.8999999999999995,92.75,,39.75,,,160.04166666666666,3.3166666666666664,,,,7.3381944444444445,,0.0,30.013980165116834,0.0,20.416666666666668,0.0,0.0,0.0,0.0,0.0,30.0,,,,,,,,,,2.528333334
45,2012-02-15,,,,15.833333333333334,,10.404166666666667,90.5,,39.458333333333336,,,180.29166666666666,3.0583333333333336,,,,18.906423611111112,,0.0,64.60605925131141,0.0,41.973056747734866,0.0,0.0,0.0,0.0,0.0,64.625,,,,,,,,,,0.42000000000000004
46,2012-02-16,,,,10.909090909090908,,7.8500000000000005,93.25,,41.5,,,175.75,3.1916666666666664,,,,10.674826388888889,,0.0,44.21937403135431,0.0,32.142122675250356,0.0,0.0,0.0,0.0,0.0,44.25,,,,,,,,,,1.1300000000000001
47,2012-02-17,,,,19.333333333333332,,5.386956521739131,94.8695652173913,,44.21739130434783,,,164.04347826086956,4.547826086956522,,,,7.934027777777778,,0.0,33.058449074074076,0.0,21.510416666666668,0.0,0.0,0.0,0.0,0.0,33.083333333333336,,,,,,,,,,2.21
48,2012-02-18,,,,30.0,,2.4666666666666663,89.95833333333333,,41.083333333333336,,,195.375,7.916666666666667,,,,7.819791666666667,,0.0,32.58246527777778,0.0,10.277777777777779,0.0,0.0,0.0,0.0,0.0,32.541666666666664,,,,,,,,,,18.814999999
49,2012-02-19,,,,26.956521739130434,,4.458333333333333,76.16666666666667,,40.666666666666664,,,179.91666666666666,4.7375,,,,8.644097222222223,,0.0,36.01707175925926,0.0,18.57638888888889,0.0,0.0,0.0,0.0,0.0,36.0,,,,,,,,,,0.0
50,2012-02-20,,,,12.173913043478262,,4.204166666666667,89.56521739130434,,41.130434782608695,,,137.47826086956522,3.430434782608696,,,,10.655690052700923,,0.0,44.39870855292051,0.0,17.51736111111111,0.0,0.0,0.0,0.0,0.0,44.375,,,,,,,,,,0.7066666669999999
51,2012-02-21,,,,20.869565217391305,,2.4347826086956523,92.5,,48.291666666666664,,,208.0,7.495833333333334,,,,13.334431269213878,,0.0,52.42367563840495,0.0,9.722222222222223,0.0,0.0,0.0,0.0,0.0,52.541666666666664,,,,,,,,,,2.306
52,2012-02-22,,,,28.333333333333332,,2.4454545454545453,80.75,,45.791666666666664,,,198.58333333333334,6.5625,,,,13.677745525911286,,0.0,53.28026294739709,0.0,4.670138888888889,0.0,0.0,0.0,0.0,0.0,53.25,,,,,,,,,,7.62
53,2012-02-23,,,,26.08695652173913,,5.269565217391304,77.04166666666667,,42.125,,,175.95833333333334,3.8625000000000003,,,,13.185296579929732,,0.0,51.82016855053379,0.0,21.041666666666668,0.0,0.0,0.0,0.0,0.0,51.791666666666664,,,,,,,,,,0.0
54,2012-02-24,,,,17.5,,5.3,87.79166666666667,,42.125,,,179.58333333333334,4.2375,,,,11.801736111111111,,0.0,48.40651575663647,0.0,22.083333333333332,0.0,0.0,0.0,0.0,0.0,48.5,,,,,,,,,,1.5
55,2012-02-25,,,,29.565217391304348,,3.545833333333333,78.54166666666667,,40.333333333333336,,,210.58333333333334,4.5625,,,,14.146497584541065,,0.0,54.39162571789928,0.0,14.774305555555557,0.0,0.0,0.0,0.0,0.0,54.375,,,,,,,,,,9.4
56,2012-02-26,,,,31.25,,3.5041666666666664,76.33333333333333,,37.291666666666664,,,181.04166666666666,4.270833333333333,,,,14.563481280193237,,0.0,55.286440515436134,0.0,14.600694444444445,0.0,0.0,0.0,0.0,0.0,55.291666666666664,,,,,,,,,,1.224
57,2012-02-27,,,,20.666666666666668,,5.154166666666667,69.75,,35.458333333333336,,,102.54166666666667,3.4916666666666667,,,,12.671180555555557,,0.0,51.22570934668574,0.0,21.475694444444446,0.0,0.0,0.0,0.0,0.0,51.166666666666664,,,,,,,,,,0.0
58,2012-02-28,,,,26.666666666666668,,3.6750000000000003,65.95833333333333,,38.125,,,138.125,5.591666666666666,,,,11.607638888888888,,0.0,47.86440326458433,0.0,15.3125,0.0,0.0,0.0,0.0,0.0,47.875,,,,,,,,,,0.0
59,2012-02-29,,,,30.0,,1.7375,88.75,,37.125,,,172.58333333333334,7.0249999999999995,,,,5.063020833333334,,0.0,21.09592013888889,0.0,7.239583333333333,0.0,0.0,0.0,0.0,0.0,21.125,,,,,,,,,,3.7775
60,2012-03-01,,,,26.25,,3.1125000000000003,82.79166666666667,,38.791666666666664,,,196.625,3.6166666666666667,,,,4.2131944444444445,,0.0,17.55497685185185,0.0,12.96875,0.0,0.0,0.0,0.0,0.0,17.625,,,,,,,,,,0.6
61,2012-03-02,,,,21.818181818181817,,3.4458333333333333,87.08333333333333,,41.75,,,181.04166666666666,4.891666666666667,,,,7.471701388888889,,0.0,31.13208912037037,0.0,14.357638888888891,0.0,0.0,0.0,0.0,0.0,31.166666666666668,,,,,,,,,,0.09
62,2012-03-03,,,,27.916666666666668,,2.3,82.66666666666667,,48.375,,,197.91666666666666,6.570833333333334,,,,11.574305555555556,,0.0,47.03983431191384,0.0,9.583333333333334,0.0,0.0,0.0,0.0,0.0,47.0,,,,,,,,,,2.09
63,2012-03-04,,,,29.565217391304348,,2.7130434782608694,80.58333333333333,,47.375,,,187.33333333333334,5.4750000000000005,,,,10.540104166666667,,0.0,42.902916244436504,0.0,10.833333333333334,0.0,0.0,0.0,0.0,0.0,42.916666666666664,,,,,,,,,,0.06
64,2012-03-05,,,,27.5,,2.8375,78.625,,42.083333333333336,,,187.0,6.720833333333334,,,,5.704513888888889,,0.0,23.76880787037037,0.0,11.822916666666666,0.0,0.0,0.0,0.0,0.0,23.833333333333332,,,,,,,,,,6.743333333
65,2012-03-06,,,,24.782608695652176,,4.0125,71.41666666666667,,36.833333333333336,,,214.79166666666666,5.108333333333333,,,,5.880729166666666,,0.0,24.503038194444446,0.0,16.71875,0.0,0.0,0.0,0.0,0.0,24.541666666666668,,,,,,,,,,0.6000000000000001
66,2012-03-07,,,,19.130434782608695,,4.6375,65.91666666666667,,38.125,,,87.91666666666667,2.3541666666666665,,,,6.144618055555555,,0.0,25.602575231481485,0.0,19.322916666666668,0.0,0.0,0.0,0.0,0.0,25.708333333333332,,,,,,,,,,0.0
67,2012-03-08,,,,17.333333333333332,,7.3,67.75,,46.125,,,131.70833333333334,3.1791666666666667,,,,6.568923611111111,,0.0,27.3705150462963,0.0,30.137771220791606,0.0,0.0,0.0,0.0,0.0,27.416666666666668,,,,,,,,,,0.0
68,2012-03-09,,,,22.0,,7.309523809523809,89.3913043478261,,45.21739130434783,,,174.8695652173913,3.8130434782608695,,,,10.29945652173913,,0.0,42.91440217391305,0.0,27.807971014492754,0.0,0.0,0.0,0.0,0.0,42.91304347826087,,,,,,,,,,0.45000000000000007
69,2012-03-10,,,,25.652173913043477,,4.4750000000000005,95.625,,43.916666666666664,,,175.54166666666666,3.795833333333333,,,,8.189478343214756,,0.0,34.12282643006149,0.0,18.645833333333336,0.0,0.0,0.0,0.0,0.0,34.083333333333336,,,,,,,,,,6.690333333
70,2012-03-11,,,,36.08695652173913,,3.8260869565217392,86.56521739130434,,40.21739130434783,,,176.30434782608697,6.265217391304348,,,,8.361041416050869,,0.0,34.83767256687862,0.0,15.942028985507248,0.0,0.0,0.0,0.0,0.0,34.82608695652174,,,,,,,,,,14.891666666999999
71,2012-03-12,,,,34.34782608695652,,2.8708333333333336,81.54166666666667,,41.166666666666664,,,172.04166666666666,5.904166666666668,,,,7.116319444444444,0.60615,0.0,29.65133101851852,0.0,11.961805555555555,0.0,0.2870028409090909,0.0,0.0,0.0,29.666666666666668,,,,,,,,,,2.865
72,2012-03-13,,,,29.583333333333332,,2.908333333333333,92.66666666666667,,36.0,,,175.20833333333334,5.804166666666667,,,,11.223784722222222,0.5949052876984127,0.0,45.89524283202194,0.0,12.118055555555557,0.0,6.760287360209234,0.0,0.0,0.0,46.041666666666664,,,,,,,,,,19.949333334
73,2012-03-14,,,,29.565217391304348,,2.5208333333333335,91.125,,38.833333333333336,,,136.75,5.633333333333333,,,,16.50954861111111,0.6845645833333333,0.0,59.46255066762041,0.0,10.503472222222223,0.0,7.779142992424242,0.0,0.0,0.0,59.541666666666664,,,,,,,,,,7.7325
74,2012-03-15,,,,32.083333333333336,,3.345833333333333,92.70833333333333,,45.5,,,166.41666666666666,6.5625,,,,14.994270833333333,0.5355227827380952,0.0,56.21088161659514,0.0,13.940972222222223,0.0,6.085486167478354,0.0,0.0,0.0,56.166666666666664,,,,,,,,,,19.566333334
75,2012-03-16,,,,34.34782608695652,,3.358333333333333,81.70833333333333,,43.25,,,151.04166666666666,5.916666666666667,,,,14.412326388888888,0.5813444642857143,0.0,54.869096228739465,0.0,13.993055555555557,0.0,6.606187094155843,0.0,0.0,0.0,54.875,,,,,,,,,,9.091666667
76,2012-03-17,,,,28.75,,3.7541666666666664,87.91666666666667,,40.458333333333336,,,187.70833333333334,5.720833333333334,,,,8.897569444444445,0.5332442708333333,0.0,37.073206018518526,0.0,15.642361111111112,0.0,6.059593986742424,0.0,0.0,0.0,37.125,,,,,,,,,,9.226666667
77,2012-03-18,,,,27.391304347826086,,4.2,92.45833333333333,,37.333333333333336,,,129.41666666666666,3.2291666666666665,,,,9.523843540215823,0.5212776041666666,0.0,39.68268141756593,0.0,17.5,0.0,5.923609138257575,0.0,0.0,0.0,39.583333333333336,,,,,,,,,,3.22
78,2012-03-19,,,,24.583333333333332,,3.2649999999999997,77.95833333333333,,38.583333333333336,,,158.91666666666666,3.9250000000000003,,,,9.265913208168643,0.47821765376984127,0.0,38.607971700702684,0.0,11.336805555555557,0.0,5.434291520111832,0.0,0.0,0.0,38.541666666666664,,,,,,,,,,0.31
79,2012-03-20,,,,36.52173913043478,,4.091304347826087,84.66666666666667,,41.041666666666664,,,205.33333333333334,8.154166666666667,,,,8.206944444444444,0.4381688888888889,0.0,34.195601851851855,0.0,16.336805555555557,0.0,4.979191919191918,0.0,0.0,0.0,34.166666666666664,,,,,,,,,,3.431666667
80,2012-03-21,,,,28.75,,3.617391304347826,72.25,,41.416666666666664,,,174.75,3.7416666666666667,,,,6.6000000000000005,0.2989354166666667,0.0,27.500000000000004,0.0,14.444444444444445,0.0,3.396993371212121,0.0,0.0,0.0,27.458333333333332,,,,,,,,,,1.51
81,2012-03-22,,,,27.0,,5.070833333333334,74.70833333333333,,41.75,,,190.54166666666666,3.716666666666667,,,,8.92013888888889,0.4825892410714286,0.0,37.167245370370374,0.0,21.128472222222225,0.0,5.483968648538961,0.0,0.0,0.0,37.166666666666664,,,,,,,,,,4.385
82,2012-03-23,,,,20.952380952380953,,6.4750000000000005,68.20833333333333,,43.541666666666664,,,159.20833333333334,3.470833333333333,,,,18.423644735397453,0.7329099305555555,0.0,63.55285341008832,0.0,26.919706723891277,0.0,8.328521938131312,0.0,0.0,0.0,63.458333333333336,,,,,,,,,,0.0
83,2012-03-24,,,,22.608695652173914,,5.9375,64.08333333333333,,46.541666666666664,,,138.125,4.829166666666667,,,,19.204153628678085,0.5288953125,0.0,65.23523629653505,0.0,24.739583333333332,0.0,6.010174005681819,0.0,0.0,0.0,65.16666666666667,,,,,,,,,,0.0
84,2012-03-25,,,,21.0,,9.391666666666667,71.45833333333333,,47.25,,,151.91666666666666,3.5666666666666664,,,,7.829784255599473,0.5059182291666667,0.0,32.62410106499781,0.0,38.583094897472584,0.0,5.749070785984848,0.0,0.0,0.0,32.708333333333336,,,,,,,,,,0.0
85,2012-03-26,,,,33.47826086956522,,3.1045454545454545,73.0,,46.958333333333336,,,167.95833333333334,4.779166666666667,,,,12.539930555555555,0.7781315426587302,0.0,49.08832434231442,0.0,11.857638888888891,0.0,8.842403893849207,0.0,0.0,0.0,49.083333333333336,,,,,,,,,,0.12
86,2012-03-27,,,,26.666666666666668,,2.216666666666667,73.0,,50.083333333333336,,,130.83333333333334,4.229166666666667,,,,14.401215277777778,0.7516057986111111,0.0,54.93823020982356,0.0,9.236111111111112,0.0,8.540974984217172,0.0,0.0,0.0,54.916666666666664,,,,,,,,,,1.26
87,2012-03-28,,,,37.82608695652174,,3.4166666666666665,74.16666666666667,,47.75,,,184.04166666666666,5.883333333333333,,,,10.060590277777779,0.5695270833333334,0.0,41.91912615740741,0.0,14.236111111111112,0.0,6.471898674242424,0.0,0.0,0.0,42.0,,,,,,,,,,4.36
88,2012-03-29,,,,26.666666666666668,,3.016666666666667,94.625,,44.833333333333336,,,182.04166666666666,5.0249999999999995,,,,9.361631944444445,0.635253382936508,0.0,39.006799768518526,0.0,12.569444444444445,0.0,7.218788442460318,0.0,0.0,0.0,38.958333333333336,,,,,,,,,,19.183333333
89,2012-03-30,,,,36.08695652173913,,3.1809523809523808,86.29166666666667,,44.75,,,187.20833333333334,5.058333333333334,,,,11.136458333333332,0.6410353472222222,0.0,46.40190972222223,0.0,11.597222222222223,0.0,7.284492582070707,0.0,0.0,0.0,46.416666666666664,,,,,,,,,,12.146333334000001
90,2012-03-31,,,,27.5,,4.065217391304348,92.625,,41.625,,,137.91666666666666,3.704166666666667,,,,12.076388888888888,0.6447682291666667,0.0,49.56812062867589,0.0,16.23263888888889,0.0,7.326911695075758,0.0,0.0,0.0,49.541666666666664,,,,,,,,,,11.9
91,2012-04-01,,,,37.391304347826086,,2.1999999999999997,79.25,,44.125,,,196.54166666666666,7.016666666666667,,,,8.957465277777779,0.527803373015873,0.0,37.32277199074074,0.0,9.166666666666666,0.0,5.997765602453103,0.0,0.0,0.0,37.208333333333336,,,,,,,,,,3.22
92,2012-04-02,,,,36.666666666666664,,3.904166666666667,54.041666666666664,,52.333333333333336,,,161.45833333333334,4.233333333333333,,,,10.127604166666666,0.6026710912698413,0.0,42.19835069444445,0.0,16.26736111111111,0.0,6.848535128066377,0.0,0.0,0.0,42.25,,,,,,,,,,0.0
93,2012-04-03,,,,33.91304347826087,,4.091666666666667,75.45833333333333,,46.333333333333336,,,187.95833333333334,4.2625,,,,11.713888888888889,0.596961626984127,0.0,47.80490296157209,0.0,17.04861111111111,0.0,6.783654852092352,0.0,0.0,0.0,47.791666666666664,,,,,,,,,,0.816666667
